a,b,c,d,SMILES
7462,0.643,0.696,5.972,CCCC(=N)C1CC(C(=O)O)C(C)N1C
7464,0.732,0.702,5.537,CC=C1CCC(CCC(=O)O)N(C)C1
7468,0.759,0.736,5.418,CCCCC(CC1CCCN1C)C(=O)O
7470,0.732,0.804,5.67,CC(C)CCC1CCC(N(C)C)CC1C(=O)O
7471,0.76,0.676,5.678,CCCCC(CC(CC)N(C)C)C(=O)O
7472,0.716,0.594,6.323,CCCCC(CC(CC)N(C)CN)C(=O)O
7473,0.666,0.704,5.405,CN(C)C1CC2=CCCC2C(C(=O)O)C1
7475,0.785,0.677,5.575,CCCCC(CCC(=O)O)N(C)C(C)C
7478,0.823,0.585,6.203,CCCCCCCC(CCC(=O)O)N(C)C
7484,0.733,0.632,6.14,CCCCC(CCC(=O)O)N(C)C(C)CN
7487,0.746,0.782,5.923,CCCCC1=C(C(=O)O)CC(N(C)C)CC1
7492,0.669,0.75,6.095,C=C1CC(CCCC)C(C(=O)O)CC1N(C)C
7494,0.756,0.661,5.567,CCCCC(CC)C(CCN(C)C)C(=O)O
7496,0.698,0.731,5.416,CC(O)C1CCC(N(C)C)CC1C(=O)O
7497,0.701,0.747,5.871,C=C(C)CC1CCC(N(C)C)CC1C(=O)O
7498,0.674,0.776,5.414,CCCC1CCC(N(C)C)=CC1C(=O)O
7499,0.76,0.725,4.838,CCC1CCC(CC(=O)O)CN1C
7505,0.752,0.71,4.973,CN(C)C1CCCC(C)(C(=O)O)C1
7510,0.808,0.574,4.207,CN(C)C(CO)CCCCC(=O)O
7528,0.758,0.7,5.291,CCCCC1CC(C(=O)O)CCN1
7530,0.705,0.698,5.721,CC(N)N1CC(=O)CCC1CCC(=O)O
7535,0.659,0.747,5.682,C=C(CC(=O)O)C1CCC(C)(CC)CN1C
7537,0.667,0.802,5.617,CCC1(C)CN(C)C(CCC(=O)O)CC1C
7542,0.74,0.674,6.361,CCC(=O)C(C)CCC(CCC(=O)O)N(C)C
7543,0.775,0.689,5.279,CCCCC(=CCC(=O)O)N(C)C
7544,0.653,0.676,5.678,CC1=C(C(C)N)CC(CCC(=O)O)N1C=O
7545,0.594,0.726,5.703,CCC1=C2C=C(C(=O)O)CC(C1)N2C
7552,0.681,0.725,4.852,CCC1=CC(C)N(C)C(CCC(=O)O)C1
7553,0.751,0.754,5.1,CC1=C(C)N(C)C(CCC(=O)O)CC1
7558,0.724,0.605,6.086,CCCCC(N)(CCC(=O)O)N(C)CC
7561,0.71,0.804,5.697,CCC1(CC)CCC(C)(CCC(=O)O)N(C)C1
7562,0.701,0.62,6.001,CCN1CC(O)(CN)CCC1CCC(=O)O
7563,0.683,0.724,5.337,C=CC1(C)CCC(CCC(=O)O)N(C)C1
7564,0.727,0.723,5.888,CCCCC1CC(C(=O)O)CCN1CN
7567,0.636,0.762,5.961,C=CC1=C(C)N(C)C(O)(CCC(=O)O)C1C
7570,0.692,0.779,5.445,CC1=C(C)N(C)C(CC(C)C(=O)O)CC1
7572,0.635,0.748,5.665,CC1=C2CCC(CCC(=O)O)N1CC2
7573,0.595,0.679,5.408,CCCCC(CC1CC#CN1C)C(=O)O
7575,0.737,0.751,5.004,CCC1=C(C(=O)O)CC(N(C)C)CC1
7576,0.725,0.684,5.181,CCCCC1C(CC(=O)O)=CCN1C
7577,0.733,0.695,5.719,CN(C)C1CCC(CCCCO)C(C(=O)O)C1
7581,0.756,0.328,4.794,CNC(CCCC=O)C(=O)CC(=O)O
7584,0.59,0.728,5.638,CCC1C2CC(CC1C(=O)O)N(C)C2
7585,0.539,0.743,5.978,C=CN(C)C1CCC2CC(C)=C1C2C(=O)O
7593,0.581,0.73,5.226,CCC1CC2CC1(C(=O)O)CCN2C
7595,0.687,0.752,5.18,CCC1(OC)CC(CCC(=O)O)N(C)C1
7596,0.758,0.761,5.336,CC(=O)CCC1CC(C(=O)O)CCN1C
7597,0.704,0.674,5.361,CCCCC1CC(C(O)O)=C(C)N1C
7598,0.581,0.791,6.15,CCC1CC2(CCC(=O)O)N=CCN2C1C
7605,0.454,0.64,6.319,CC1OC2C(C(=O)O)=NC3C1CN(C)C23
7608,0.735,0.725,4.854,CC=C1CCN(CC)C(CCC(=O)O)C1
7609,0.755,0.712,4.636,CCN1CCCC(C)(C(=O)CC(=O)O)C1
7614,0.701,0.523,4.632,CN1CCCC(C=O)(C(=O)CC(=O)O)C1
7615,0.705,0.724,4.395,CC1CCC(N(C)C)=C1CC(=O)O
7617,0.837,0.693,4.648,CN1CCCC(CCC(=O)O)C1
7618,0.758,0.725,4.67,CN1CCCC(C)(CCC(=O)O)C1
7620,0.753,0.725,4.989,CC1C(CCC(=O)O)CCCN1C
7625,0.717,0.697,4.75,CN(C)C1CC(O)C(CCC(=O)O)C1
7632,0.772,0.72,4.708,CC(CCC(=O)O)C1CCN(C)C1
7633,0.834,0.661,4.42,CC(CCCN(C)C)CCC(=O)O
7635,0.741,0.499,4.872,C#CN(C)CCCC(C)CCC(=O)O
7636,0.791,0.734,5.15,CN(C)CCCC1CCC(C(=O)O)C1
7639,0.709,0.785,5.236,CCC1CCN(CC)C(C)(CCC(=O)O)C1
7640,0.712,0.754,5.137,CN(C)C1CCC(C)(C)C1CC(=O)O
7643,0.815,0.676,5.645,CC(C)C(CCCN(C)C)CCC(=O)O
7646,0.757,0.693,5.155,CN(C)C1CCCC1CC(=O)O
7647,0.621,0.542,5.477,C=C1CCC(N)(N(C)C)C1(C)CC(=O)O
7649,0.653,0.697,5.173,CC1CCC(N(C)C)C1(N)CC(=O)O
7659,0.744,0.687,5.71,CC(=O)C(CCC(=O)O)CC(C)CN(C)C
7660,0.636,0.744,6.05,CCC(N)C1CC(CCC(=O)O)N(C)C1C
7665,0.71,0.778,5.712,CCC1CC(N(C)C(C)C)CC1C(=O)O
7667,0.698,0.779,5,CCC1CC(C)N(C)C(CCC(=O)O)C1
7668,0.595,0.631,4.615,CN1C#CCC(CCC(=O)O)C1
7669,0.765,0.762,6.219,CCC1CCC(CCC(=O)O)N(CC)C1
7672,0.506,0.732,4.938,C#Cc1cn2c3c1CC2C(CC(=O)O)=C3
7673,0.836,0.754,5.012,CCN1CCCCCC1CCC(=O)O
7674,0.566,0.747,4.906,CC1C2=CN(CCC2)C1CCC(=O)O
7676,0.636,0.718,5.678,CN(C)C1(N)CCC(C)(C)C1(C)CC(=O)O
7678,0.685,0.734,5.742,CC1=C(C(C)N)CC(CCC(=O)O)N1C
7681,0.834,0.763,5.804,CCCN1CCCCCC1CCC(=O)O
7691,0.824,0.734,5.331,Cc1cc(CCC(=O)O)n(CCO)c1
7711,0.795,0.716,5.903,N#CCN1CCCCCC1CCC(=O)O
7715,0.542,0.717,4.888,O=C(O)CCC1CC2=CN1C=CC2
7717,0.74,0.695,6.753,CCCCC(CC(C)C(=O)O)N(C)C(C)C
7721,0.682,0.571,5.871,C#CCCCC1CC(N(C)C)CC1C(=O)O
7723,0.697,0.722,5.242,CN(C)C1CC(CCCC#N)C(C(=O)O)C1
7724,0.667,0.73,6.481,C=C1C(C(=O)O)C(CCCC)CC1N(C)C
7728,0.692,0.758,5.764,CCCCC1C=C(N(C)C)CC1C(=O)O
7731,0.57,0.638,5.016,CCCC1C2CC(N(C)C)C1OC2=O
7733,0.789,0.634,6.106,CCCCCC(=C(N)CC(=O)O)N(C)C
7735,0.688,0.784,5.859,CCC(C)CC1CC(N(C)C)CC1C(=O)O
7736,0.72,0.784,5.851,CC(C)CCC1CC(N(C)C)CC1C(=O)O
7740,0.656,0.676,6.076,CN(C)C1CC(C(=O)O)C2CCC=C21
7742,0.714,0.771,5.793,CC(=O)CCC1CC(N(C)C)CC1C(=O)O
7745,0.622,0.569,6.05,C=C1C(C(=N)CCC)C(C(=O)O)CC1N(C)C
7748,0.666,0.749,5.128,CCCC1CC(N(C)C)=CC1C(=O)O
7749,0.654,0.724,5.895,C=C1C(C(=O)O)C(C(C)C)CC1N(C)C
7751,0.806,0.655,4.71,CCCCN(C)C(CC)CCC(=O)O
7758,0.563,0.624,5.69,CC1CCC2CC(C(=O)ON)C1N2C
7762,0.748,0.398,6.176,CCCCC=C(O)C(=CCC(=O)O)N(C)C
7763,0.739,0.658,5.429,CC=CCC(=CCC(=O)O)N(CC)CC
7764,0.728,0.671,6.109,CCCN(CC)C(=CCC(=O)O)CC(C)CC
7765,0.667,0.741,5.726,CCCCC1CC(N(C)C)C(N)C1C(=O)O
7767,0.655,0.776,5.746,C=C1C(CC)CC(C)(CCC(=O)O)N1C
7769,0.61,0.665,5.565,CCCC1CC(C(N)CC(=O)O)N(C=C=O)C1
7770,0.711,0.615,6.054,C=NCN(CC)C(=CCC(=O)O)CCCC
7771,0.751,0.604,5.401,CCCCC(=CCC(=O)O)N(CC)CN
7772,0.745,0.545,5.84,CCCCC(=CCC(=O)O)N(CC)C(O)O
7773,0.731,0.64,6.153,C=C(O)N(C(=CCC(=O)O)CCCC)C(C)C
7774,0.758,0.543,6.694,CCCCC(=C(N)CC(=O)O)N(CC)CO
7777,0.674,0.712,5.575,C#CCCC1CC(N(C)C)CC1C(=O)O
7781,0.606,0.7,5.197,CN(C)C1(C)CC(CCC#N)C(C(O)O)C1
7782,0.638,0.731,5.609,CC(O)C1CC(C)(N(C)C)CC1C(=O)O
7784,0.651,0.822,6.528,CCCC1CCC(C)(N(C)C)CC1(C)C(=O)O
7786,0.678,0.778,5.534,CCC1(C)CCC(N(C)C)C1CC(=O)O
7790,0.707,0.778,5.369,CCC1CN(C)C(CCC(=O)O)CC1C
7792,0.581,0.798,5.694,CCN1CCC2CC1(CCC(=O)O)CC2C
7793,0.773,0.684,5.151,CCCCC(=CCC(=O)O)N(C)CC
7794,0.786,0.674,5.425,CCCCC(=CCC(=O)O)N(CC)CC
7795,0.817,0.643,5.694,CCCCN(CCC)C(C)CCC(=O)O
7798,0.628,0.73,6.04,CCC1CC(C(N)CC(=O)O)N(C)C1C
7799,0.686,0.804,5.739,CCCCC1CCC(C)(N(C)C)CC1C(=O)O
7800,0.671,0.781,5.628,CCC1CCC(C)(N(C)C)CC1C(=O)O
7803,0.727,0.797,5.616,CC(=O)CCC1CCC(N(C)C)CC1C(=O)O
7807,0.7,0.731,5.843,CCCCC1=CCC(N(C)C)CC1C(=O)O
7808,0.703,0.706,5.67,C=C(CC1CC(CC)CN1CCC)C(=O)O
7809,0.831,0.786,5.743,CC(=O)CCc1cc(C(=O)O)cn1C
7813,0.583,0.719,5.655,CCC1CN2CCC=C1C2CCC(=O)O
7816,0.753,0.63,5.745,CCC(N)C(CCCN(C)C)CCC(=O)O
7817,0.824,0.626,5.73,CCCCC(CCCN(C)C)CCC(=O)O
7819,0.824,0.654,4.75,CCC(CCCN(C)C)CCC(=O)O
7820,0.707,0.775,4.957,CCC1=C(C(=O)O)CC(N(C)C(C)C)C1
7824,0.812,0.642,4.986,CCCC(=O)C1CCCCN1C
7826,0.769,0.758,5.763,CC(O)CCc1cc(C(=O)O)cn1C
7827,0.821,0.773,5.591,CCCCc1c(O)c(C(=O)O)cn1C
7828,0.8,0.772,4.991,CCC=Cc1cc(C(=O)O)cn1C
7832,0.689,0.73,5.787,C=C(CCC)C1CC(N(C)C)CC1C(=O)O
7835,0.645,0.763,5.163,O=C(O)CCc1cc2cn1CCC2
7838,0.59,0.742,5.113,CCC1=C2C=C(CC(=O)O)C(C1)N2C
7842,0.537,0.774,6.286,CCC1C2CC(C1CC(=O)O)N(C)C2C
7843,0.824,0.77,4.927,Cc1cn(C)c(CCC(=O)O)c1C
7844,0.531,0.774,5.808,CCC1CC2CC1(N(C)C)CC2C(=O)O
7846,0.557,0.791,4.94,CC(Cc1cc2cn1C=CC2)C(=O)O
7849,0.759,0.808,5.319,CCCc1cc(CC(C)C(=O)O)n(C)c1
7853,0.758,0.769,4.845,Cc1cc(CC(C)C(=O)O)n(C)c1
7856,0.737,0.685,5.387,CCN(C)C(CCC(=O)O)C1=CCCC1
7861,0.618,0.79,5.458,Cc1c2c(O)c(CCC(=O)O)n1C=CC2
7862,0.698,0.643,5.451,CC(N)c1cc(C(=N)CC(=O)O)n(C)c1
7867,0.837,0.77,4.46,CCn1cc(C)cc1CCC(=O)O
7868,0.696,0.699,5.43,C#CCCC1CC(CCC(=O)O)N(C)C1
7869,0.809,0.795,6.149,CCc1c(O)c(CCC(=O)O)n(C)c1C
7873,0.802,0.799,5.696,CC(C)c1cc(CCC(=O)O)n(C)c1O
7874,0.814,0.779,4.615,CCCc1cn(C)c(CCC(=O)O)c1O
7876,0.809,0.765,4.676,CCc1cn(C)c(CCC(=O)O)c1O
7882,0.774,0.708,6.645,CCc1c(O)c(CCC(=O)O)n(C)c1NC
7883,0.806,0.765,4.792,CCc1cc(CCC(=O)O)n(C)c1O
7900,0.754,0.796,5.748,CCc1cc(CC(C)C(=O)O)n(C)c1
7901,0.718,0.768,6.469,CCc1cc(CC(C)C(=O)O)n(CN)c1
7903,0.825,0.725,5.228,CN(C)C1(CCC(=O)O)CCCC1
7911,0.742,0.522,5.579,CN(C=N)C1(CCC(=O)O)CCCC1
7913,0.757,0.759,5.408,CC(O)c1cc(CCC(=O)O)n(C)c1
7916,0.739,0.747,5.734,CC(=O)CCC1CC(CCC(=O)O)N(C)C1
7922,0.731,0.712,5.39,CCC1CCN(C)C(CC(=O)C(=O)O)C1
7925,0.793,0.74,5.16,CCc1cc(CCC(=O)O)n(CO)c1
7932,0.687,0.732,5.628,CCCC1CC(CCC(=O)O)N(C)C1=N
7933,0.755,0.756,5.559,CC(N)c1cc(CCC(=O)O)n(C)c1
7936,0.784,0.737,5.494,CCc1cc(CCC(=O)O)n(CN)c1
7937,0.791,0.721,5.578,Cc1cc(CCC(=O)O)n(CN)c1
7943,0.596,0.728,5.716,CCN1CC2CC1CC(C(=O)O)C2C
7950,0.719,0.761,5.798,CCN1CC(C(C)C)CC1CCC(=O)O
7952,0.682,0.645,6.268,CCCCC(C)(CCC(=O)O)N(C)C=C=O
7957,0.647,0.778,5.665,CCC1CC(C)(N(C)CC)CC1C(=O)O
7965,0.726,0.662,6.023,CC(N)c1cc(CCC(=O)O)n(CO)c1
7966,0.742,0.713,5.328,CC1CCc2cc(C(=O)O)cn2C1
7967,0.666,0.709,6.053,CCC1CC(N)(CCC(=O)O)N(C)C1=O
7968,0.722,0.672,5.33,CN(C)C1CC(CCCCO)C(C(=O)O)C1
7971,0.705,0.744,4.5,CCC1CN(CC)C(CCC(=O)O)C1=O
7976,0.68,0.758,6.442,CCCC1CC(CCC(=O)O)N(C)C1CC
7978,0.65,0.802,5.642,CCC1CC(C)(N(C)C(C)C)CC1C(=O)O
7979,0.731,0.737,5.057,CCC1CC(CCC(=O)O)N(C)C1=O
7981,0.642,0.669,5.281,CC#CC1CC(N(C)C)CC1C(=O)O
7982,0.748,0.769,5.666,CCC1CC(CCC(=O)O)N(C(C)=O)C1
7985,0.752,0.628,4.741,C#CC(CCCN(C)C)CCC(=O)O
7988,0.77,0.716,4.983,CCc1cc(CCC(=O)O)n(C=O)c1
7992,0.672,0.553,5.233,CCC1CC(N(C)C)CC1C(=O)OO
7995,0.643,0.742,4.805,Cn1cc2cc1C(CC(=O)O)=CC2
7998,0.735,0.764,5.013,CN(C)C1(CCC(=O)O)CCCCC1=O
