a,b,c,d,SMILES
6451,0.721,0.778,5.815,CCC1CCC(N(C)CC)CC1C(=O)O
6453,0.736,0.728,5.359,CN1C(CCC(=O)O)CCC1(C)C
6454,0.628,0.73,5.524,C=CC(C)C1CN(C)C(C)(CCC(=O)O)C1
6455,0.819,0.613,5.831,CCCCCC(CCC(=O)O)N(C)C
6456,0.702,0.737,5.065,CC1CCC(N(C)C)CC1(C)C(=O)O
6457,0.68,0.724,4.81,CCC1CC(=CCC(=O)O)N(C)C1
6458,0.687,0.778,4.789,CC(C)C1CN(C)C(C)(CCC(=O)O)C1
6459,0.754,0.693,4.956,CC1CC(CCC(=O)O)N(C)C1
6460,0.781,0.64,4.837,CCCC(=CCC(=O)O)NCC
6461,0.698,0.542,5.01,CCCC(=CCC(=O)O)NC(C)N
6462,0.601,0.558,5.1,CC(N)NC1=CC(C(=O)O)C(C)C1
6463,0.737,0.753,5.716,CCC1CC(CCC(=O)O)N(CC)C1=O
6464,0.806,0.645,5.997,CCCC(=O)C(CCC(=O)O)NC(C)C
6465,0.686,0.76,5.462,CCC1C(=O)CC(N(C)C)CC1C(=O)O
6467,0.6,0.586,5.445,C=CC1(O)CCC(C)C(CC(=O)O)N1
6468,0.722,0.643,4.852,CC(C)C=NC(C)CCC(=O)O
6470,0.494,0.644,5.827,CNC1NC2(CCC(=O)O)CC(C)C1C2
6471,0.741,0.753,5.751,CCCCC1CC(CCC(=O)O)N(C)C1=O
6475,0.572,0.776,6.19,CN1CC2CC1(CCC(=O)O)CC2(C)C
6476,0.69,0.716,4.84,CN1C(O)CCCC1(C)CCC(=O)O
6477,0.716,0.754,5.617,CC1CCC(CC(C)C(=O)O)N(C)C1
6478,0.679,0.728,5.708,CC1CC(C)C(CCC(=O)O)N(O)C1
6479,0.728,0.7,5.39,CC1CCC(CCC(=O)O)N(O)C1
6481,0.764,0.725,5.058,CC(CC1CCCCN1C)C(=O)O
6482,0.686,0.78,5.827,CCC1CC(C)C(N(C)C)CC1C(=O)O
6483,0.795,0.634,4.81,CCCCC(C)NC(C)CCC(=O)O
6484,0.753,0.643,5.329,CCNC(CCC(=O)O)C(C)CC(C)=O
6485,0.661,0.727,5.139,CC(CC1CC(C)C(C)CN1)C(=O)O
6486,0.738,0.673,6.558,CCN(C)C(C)CCC(CCC(=O)O)N(C)C
6487,0.672,0.627,6.027,CC1CCC(CCC(=O)O)N(O)C1O
6489,0.74,0.7,5.264,CCNC1CCC(C)C(C(=O)O)C1
6491,0.813,0.619,5.35,CCCC(=O)C(CCC(=O)O)NCC
6492,0.665,0.686,5.878,C=CC1CC(CCC(=O)O)NC(=O)C1C
6495,0.662,0.785,5.508,CCC(C)C1CN(C)C(C)(CCC(=O)O)C1
6498,0.825,0.701,5.492,CNC1(CCC(=O)O)CCCCC1
6499,0.512,0.677,5.076,CCC12CC(CC1C(=O)O)NC2C
6504,0.696,0.659,5.238,C=C1C(CCC(=O)O)NC(=O)C1CC
6505,0.754,0.7,4.784,CCC1CCNC(CCC(=O)O)C1
6508,0.744,0.723,4.812,CCC1CC(CCC(=O)O)N(C)C1
6509,0.627,0.757,6.258,CC(C)C1CN2C=C(C(=O)O)CC2(C)C1
6512,0.678,0.785,5.545,CCC1(CCC(=O)O)CC(C(C)C)CN1C
6514,0.569,0.692,5.52,CCNC12CCC(C1)C(C(=O)O)C2
6517,0.647,0.7,4.923,CCC1(C)CC(NC)CC1C(=O)O
6520,0.759,0.643,5.118,CCNC(CCC(=O)O)C(=O)C(C)CC
6523,0.632,0.754,5.272,CCC1(C)CC(C)(CCC(=O)O)NC1C
6524,0.652,0.767,5.299,CC(C)C1CC(C)(CCC(=O)O)N(C)C1O
6529,0.646,0.7,4.768,CCC1CC(C)(NC)CC1C(=O)O
6531,0.648,0.765,5.523,CC(C)C1CC(C)(CCC(=O)O)N(C)C1N
6533,0.676,0.657,4.795,CC1CN(C)C(CCC(=O)O)C1N
6534,0.718,0.697,5.148,CC(=O)CCC1CC(C(=O)O)=CCN1
6536,0.687,0.697,5.053,CCC1CNC(C(C)CC(=O)O)C1
6537,0.696,0.71,4.825,CCCC1CNC(C(C)CC(=O)O)C1
6538,0.695,0.751,5.444,CCC1CC(C(C)CC(=O)O)N(C)C1
6539,0.789,0.671,5.705,CCCC(=O)C(CCC(=O)O)N(C)C
6543,0.789,0.507,4.837,CCNC(CCC(=O)O)C(=O)CCO
6544,0.749,0.609,4.958,CC#CCC(CCC(=O)O)NCC
6545,0.661,0.676,5.447,C=CC1CC(C(=O)O)C(CC)CCN1
6546,0.74,0.657,5.241,CNC1CCC(C)C(C(=O)OC)C1
6548,0.696,0.62,4.867,CNC1CCC(C(C)O)C(C(=O)O)C1
6550,0.603,0.541,6.114,C#CC1CC=C(CC(=O)O)C(NC)C1C
6552,0.709,0.668,5.105,CCCCC1CNC=C1C(=O)O
6554,0.745,0.654,5.927,CCC(CCC(=O)O)CC(CN)C(C)C
6556,0.725,0.62,5.827,CCCCC(C)(C=CC(=O)O)NC
6558,0.749,0.754,5.423,CCC1(CCC(=O)O)CCCCN1C
6559,0.814,0.754,4.967,CC(C)N1CCCCC1CCC(=O)O
6560,0.716,0.702,5.72,C=C(CC(=O)O)C1(C)CCCCN1C
6563,0.724,0.474,4.952,CCCCC(=N)C#CC(=O)O
6567,0.724,0.518,5.895,C#CN(C)C(CCC(=O)O)CCC(C)C
6571,0.698,0.713,5.496,CC1CC(CCC(=O)O)NC(=O)C1C
6575,0.731,0.753,5.559,CCC1CCC(NC(C)C)CC1C(=O)O
6576,0.734,0.75,5.036,CCC1=C(C(=O)O)CC(NC(C)C)CC1
6578,0.636,0.707,6.2,CCC1CC(=O)C(N(O)CC)CC1C(=O)O
6580,0.612,0.481,5.387,CC(O)C1=C(N)NC2CCC(=O)OC12
6581,0.669,0.776,5.658,C=CN(C)C1CCC(CC)C(C(=O)O)C1
6585,0.714,0.695,5.046,CCCC1=C(C(=O)O)CC(NC)C1
6587,0.775,0.465,5.503,CCCCCC(C=CC(=O)O)NCC
6589,0.677,0.69,5.369,C#CCC1CCC(NCC)CC1C(=O)O
6595,0.829,0.693,5.212,CCN1CCCC1CCC(=O)O
6596,0.753,0.59,4.941,CN(C)C(CCC(=O)O)C(=O)CCC=O
6600,0.672,0.723,5.775,C=C(CC(=O)O)C1CC(C(C)C)CN1C
6602,0.834,0.725,4.545,CCN1CCCCC1CCC(=O)O
6603,0.766,0.508,5.863,CCCCCC(NCC)C(N)CC(=O)O
6606,0.739,0.725,4.468,CCN1CCCC1(C)CCC(=O)O
6607,0.701,0.779,5.752,CCN1CCCCC1(C)CC(C)C(=O)O
6608,0.706,0.758,5.971,CCCCC1CC(C(C)CC(=O)O)N(C)C1
6609,0.831,0.737,4.918,CCCN1CCCCC1CCC(=O)O
6612,0.775,0.763,5.8,CCC(C)N1CCCCC1CCC(=O)O
6613,0.646,0.749,5.093,CC1(CCC(=O)O)CC2CCN1CC2
6625,0.677,0.716,5.033,CCN1CCC(=N)C1(C)CCC(=O)O
6627,0.611,0.749,5.039,CC1CC2CCCN1C2CCC(=O)O
6632,0.774,0.581,5.774,CCCCCCC(NC)C(C)CC(=O)O
6634,0.672,0.699,5.053,CCN1CCC(N)C1(C)CCC(=O)O
6635,0.644,0.717,4.59,CC1(CCC(=O)O)C2CCN1CC2
6636,0.736,0.754,4.832,CC(C)N1CCCC1(C)CCC(=O)O
6637,0.743,0.696,5.721,CC1CCC(CCC(=O)O)N1C
6640,0.684,0.734,5.824,C=CN1C(CCC)CCC1CCC(=O)O
6646,0.562,0.758,5.674,CN1C2COCC(C)(C2)C1CCC(=O)O
6648,0.674,0.7,4.943,CCC1NC(CCC(=O)O)CC1C
6649,0.834,0.696,5.165,CCN1CCCCC1CC(=O)O
6652,0.683,0.762,5.821,CCCC1C(C)CC(CCC(=O)O)N1C
6659,0.713,0.717,5.766,C#CC(C)N1CCCCC1CCC(=O)O
6661,0.582,0.746,5.981,CCCC1C2CC(CC2C(=O)O)N1C
6664,0.743,0.737,5.467,CC(C)N1CCCCC1C(O)CC(=O)O
6666,0.687,0.697,5.365,CCC1CC(C(O)CC(=O)O)N(C)C1
6667,0.658,0.717,5.168,O=C(O)CCC1C2CCCN1CC2
6669,0.688,0.694,5.571,CCC1CC(CC(N)C(=O)O)N(C)C1
6670,0.699,0.761,5.658,CCCC1CC(C(C)CC(=O)O)N(C)C1
6673,0.666,0.784,5.803,CCCC1CC(C(C)C(C)C(=O)O)N(C)C1
6674,0.707,0.758,5.833,CCC(C)CC1CC(CCC(=O)O)N(C)C1
6675,0.747,0.736,5.527,CCCC1CC(CCC(=O)O)N(C)C1
6676,0.736,0.761,5.477,CC(C)CC1CC(CCC(=O)O)N(C)C1
6684,0.557,0.628,4.245,CC1=C(CC(=O)O)C2CC1(C)CN2
6690,0.596,0.666,4.514,O=C(O)CC1=C2CCCC1NCO2
6693,0.719,0.683,5.309,CCC1(C(=O)CC(=O)O)CCCN1C
6695,0.744,0.696,4.881,CN1CCCC1(C)CCC(=O)O
6701,0.675,0.725,5.194,CCCC1CN(C)C(O)(CCC(=O)O)C1
6703,0.737,0.709,5.7,C=CCN1CCCCC1(C)CCC(=O)O
6705,0.752,0.736,5.446,CCCCC1CC(CCC(=O)O)N(C)C1
6710,0.533,0.64,4.774,CC1C(C(=O)O)CC2CC1(C)CN2
6712,0.795,0.683,4.966,CCN1CCCCC1CC(=O)C(=O)O
6713,0.911,0.548,5.068,CCNCCCCCCC(=O)O
6714,0.733,0.753,5.928,CCCC1CC(CCC(=O)O)N(C)C1=O
6720,0.685,0.727,5.529,CCCCC1CC(CCC(=O)O)N(C)C1O
6726,0.701,0.684,4.81,CCCC1=CNC(CCC(=O)O)C1
6727,0.752,0.754,4.838,CCN1CCCCC1(C)CCC(=O)O
6730,0.687,0.666,6.316,CC(C)C1CC(CCC(=O)O)N(N)C1
6731,0.68,0.785,5.681,CCN1CC(C(C)C)CC1(C)CCC(=O)O
6737,0.698,0.762,4.752,CCCC1CN(C)C(C)(CCC(=O)O)C1
6743,0.678,0.727,5.209,CCCC1=CN(C)C(O)(CCC(=O)O)C1
6745,0.692,0.628,5.187,CCCC1CC(CCC=O)N(C)C1=O
6747,0.623,0.714,4.974,CCN1CC2CCC1C2CC(=O)O
6748,0.721,0.692,5.2,CCN1C=CCC1CCC(=O)O
6749,0.655,0.72,5.643,CCC1CC(CCC(=O)O)N(C)C1NC
6752,0.761,0.763,5.699,CCCN1CCCCC1(C)CCC(=O)O
6756,0.738,0.665,5.77,CC(C)CCC(C=CC(=O)O)N(C)C
6764,0.828,0.663,4.88,CN1CCCC1CCC(=O)O
6765,0.892,0.633,4.641,CCCN(C)CCCC(=O)O
6766,0.9,0.635,5.132,CCCCN(C)CCCC(=O)O
6775,0.58,0.744,5.629,CCC1C2CC(C1CC(=O)O)N(C)C2
6778,0.764,0.633,5.883,CCCC(C)CC(CCC(=O)O)NC
6780,0.74,0.687,4.978,CCCN1CCC(O)C1CCC(=O)O
6786,0.697,0.724,5.466,CC(C)C=C1CC(CCC(=O)O)N(C)C1
6791,0.75,0.737,4.745,CCCN1CCCC1(C)CCC(=O)O
6793,0.692,0.716,5.522,CCCC1CC(C(O)CC(=O)O)N(C)C1
6799,0.757,0.702,4.867,CCN1CCCCC1C(O)CC(=O)O
6803,0.857,0.586,4.19,C=CCN(CCC)CCCC(=O)O
6804,0.91,0.549,4.807,CNCCCCCCC(=O)O
6805,0.742,0.686,4.812,CN1CCCCC1(C)C(=O)CC(=O)O
6828,0.682,0.762,6.158,CCCC1CC(CCC(=O)O)N(C)C1C
6829,0.911,0.543,4.44,CCNCCCCCCCC(=O)O
6830,0.777,0.628,5.818,CCCCC(CC(=O)C(=O)O)N(C)C
6832,0.685,0.725,6.215,C=C1CCC(C)(CCC(=O)O)N(CC)C1
6840,0.749,0.702,5.05,CCN1CCCC(O)C1CCC(=O)O
6842,0.758,0.704,5.234,CCN1CCCCC1C(O)CC(=O)OC
6845,0.747,0.578,5.649,CCCC(=O)C(CCC(=O)O)N(C)CO
6847,0.656,0.655,5.192,CCN1OC(=O)C(O)CC1CCCO
6848,0.672,0.67,4.688,CC=CC1CC(CCCO)N(C)C1
6854,0.696,0.649,5.249,O=C(O)CC1CCN2CCC=CC12
6857,0.718,0.689,4.898,CCN1C(=O)C(=N)CC1CCC(=O)O
6858,0.792,0.639,4.613,CCC(C)CNC(C)CCC(=O)O
6860,0.615,0.626,5.35,CC(=O)C1CN2OC(=O)CCC2(C)C1
6862,0.688,0.752,5.592,C=CN1C(=O)C(CCC)CC1CCC(=O)O
6898,0.726,0.73,5.478,CC1CCCN2CCC(CC(=O)O)C12
6899,0.901,0.591,4.225,CCCCCN(C)CCCC(=O)O
6903,0.684,0.734,5.896,CCN1CC(N)CCC1(C)CCC(=O)O
6905,0.767,0.752,5.045,CCN1CCC(C)CC1CCC(=O)O
6913,0.72,0.61,5.855,CCC(CCC(=O)O)N(CC)C(C)N
6915,0.74,0.752,5.326,CCC(CC(=O)O)C1CCCCN1C
6916,0.667,0.751,5.358,C=CN(C)C1CCC(C)C(C(=O)O)C1
6919,0.722,0.647,5.407,CCCCC1CCC(=O)ON1C
6932,0.745,0.635,5.244,NC1CCC2CC(C(=O)O)CCN2C1
6933,0.805,0.666,4.858,O=C(O)C1CCN2CCCCC2C1
6938,0.761,0.702,4.972,CCN1CCC(O)CC1CCC(=O)O
6941,0.682,0.752,5.089,CCN1CCCC1(C)C(C)CC(=O)O
6962,0.74,0.723,4.594,CCN1CCC(C)C1CCC(=O)O
6969,0.718,0.536,5.085,CC(=N)N1C(C)CCC1CCC(=O)O
6970,0.795,0.706,4.359,CCN1C(=O)CCC1CCC(=O)O
6971,0.631,0.716,5.757,CC(CC(=O)O)C1C(=N)CC(C)N1C
6978,0.73,0.737,5.675,CCN1CCC(C)(O)CC1CCC(=O)O
6980,0.728,0.696,4.969,CC1CCN(CC=O)C(CCC(=O)O)C1
6982,0.685,0.752,5.575,CCC(CC(=O)O)C1CCC(C)N1C
6983,0.768,0.752,5.552,CCC1CCC(CCC(=O)O)N(C)C1
6984,0.757,0.725,4.845,CC(CC(=O)O)C1CCCCN1C
6987,0.755,0.737,5.021,CCCN1C(C)CCC1CCC(=O)O
6989,0.78,0.684,5.005,CC=CCN1CCCC1CCC(=O)O
6992,0.745,0.725,4.541,CCN1C(C)CCC1CCC(=O)O
6993,0.698,0.668,4.982,CCN1C(C=O)CCC1CCC(=O)O
6996,0.697,0.752,5.024,CCN1C(C)CCC1C(C)CC(=O)O
6997,0.69,0.656,4.969,CCN1C(CCC(=O)O)CC(=O)C1N
