a,b,c,d,SMILES
2303,0.78,0.59,7.825,Cc1cccc(CCN(C)c2ncn3nc(-c4ccc(N)o4)nc3n2)c1
2305,0.724,0.505,8.245,Cc1cccc(CC(N)N(C)c2nc(N)n3nc(-c4ccc(C)o4)nc3n2)c1
2306,0.714,0.377,7.577,Cc1cccc(CC(O)N(C=O)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2310,0.564,0.657,8.332,C=NC1C2=CC=C1C(CCN(C)c1nc(N)n3nc(-c4ccco4)nc3n1)=C2
2311,0.593,0.638,8.174,CN(CCC1=CC2=CC=C1C2=N)c1nc(N=N)n2nc(-c3ccco3)nc2n1
2312,0.588,0.614,8.17,COC1=C2CC(=C1)C=C2CCN(C)c1nc(N=N)n2nc(-c3ccco3)nc2n1
2313,0.579,0.426,7.239,COC1=C2CC(=C1)C=C2CCN(C=O)c1nc(NO)n2nc(-c3ccco3)nc2n1
2315,0.646,0.399,7.881,C=C(CCN(C)c1nc(N)n2nc(-c3ccco3)nc2n1)C1=C(O)C=CC1OO
2316,0.605,0.585,7.639,CN(C(=O)C1C=Cc2cccc1c2)c1nc(N)n2nc(-c3ccco3)nc2n1
2317,0.716,0.48,8.203,CCC(CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1)c1cc(C)cc(N)c1
2318,0.643,0.223,7.18,Cc1cccc(C(=N)C(N=O)N(C)c2nc(NC=N)n3nc(-c4ccco4)nc3n2)c1
2320,0.658,0.333,7.375,Cc1cccc(C(CN)C(O)N(C)c2nc(N)n3nc(-c4ccc(N)o4)nc3n2)c1
2322,0.683,0.338,9.552,Cc1cc(N)cc(C(CN=O)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1C
2323,0.744,0.395,8.06,CCc1coc(-c2nc3nc(N(C#N)CCc4cccc(C)c4)nc(N)n3n2)c1
2324,0.579,0.511,8.508,Cc1cc2ccc1C(N(C=O)c1nc(N)n3nc(-c4ccc(N)o4)nc3n1)C2
2325,0.65,0.229,7.884,Cc1cccc2c1NC(N)(N(C=N)c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2326,0.627,0.693,8.07,CC1=CC2=C(CCN(C)c3nc(N)n4nc(-c5ccco5)nc4n3)C(N)=C1C2
2327,0.663,0.473,8.2,Cc1ccoc1-c1nc2nc(N(C)C3Cc4cccc(CN)c4N3)nc(N)n2n1
2330,0.79,0.571,7.487,Cc1ccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c(C)c1C
2331,0.685,0.266,8.369,Cc1cc2c(c(N)c1C)CC(C)N(c1nc(NN)n3nc(-c4ccco4)nc3n1)C2
2333,0.743,0.308,8.006,C#CN(CCc1cccc(C)c1N)c1nc(N)n2nc(-c3ccco3)nc2n1
2336,0.759,0.438,9.404,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccc(N)o4)nc3n2)c1N
2338,0.775,0.419,7.51,CN(CCc1cccc(CO)c1N)c1nc(N)n2nc(-c3ccco3)nc2n1
2339,0.756,0.515,8.607,Cc1cccc(CCN(C)c2ncn3nc(-c4ccc(N)o4)nc3n2)c1N
2340,0.672,0.487,8.785,Cc1cccc2c1NC(N(C)c1nc(N)n3nc(-c4ccc(N)o4)nc3n1)C2
2341,0.632,0.444,8.171,Cc1ccoc1-c1nc2nc(N(C)CC3=Cc4cc(N)cc3c4N)nc(N)n2n1
2342,0.76,0.567,8.058,Cc1ccoc1-c1nc2nc(N3CCc4cccc(C#N)c4C3)nc(N)n2n1
2343,0.767,0.588,7.85,CCc1coc(-c2nc3nc(N4CCc5cccc(C)c5C4)nc(N)n3n2)c1
2344,0.699,0.551,7.969,C=C1c2cccc(C)c2NC(C)N1c1nc(N)n2nc(-c3ccco3)nc2n1
2345,0.577,0.371,7.133,CN(c1nc(N)n2nc(-c3ccco3)nc2n1)C1Cc2ccc1c(COC#N)c2N
2346,0.729,0.543,8.03,Cc1cccc(C(C)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1O
2348,0.587,0.378,8.884,Cc1c2ccc(c1O)C(CO)(CN(C)c1nc(N)n3nc(-c4ccco4)nc3n1)N2
2349,0.78,0.558,8.03,CCc1ccc2c(c1O)CCN(c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2350,0.713,0.531,9.005,Cc1cc(O)cc(C(C)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1C
2352,0.683,0.457,8.584,Cc1cc(O)cc2c1NC(N(C)c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2353,0.728,0.182,7.656,CONc1cc(C)c(N)c(CCN(CN)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2354,0.759,0.596,8.172,Cc1cccc2c1CN(c1nc(N)n3nc(-c4ccco4)nc3n1)C=C2
2355,0.698,0.41,9.186,CC(=N)c1cccc(C2=C=CN(c3nc(N)n4nc(-c5ccco5)nc4n3)C2)c1
2356,0.578,0.354,8.286,Cc1cc2cc(c1O)CC(N(CCN)c1nc(N)n3nc(-c4ccco4)nc3n1)N2
2358,0.75,0.53,8.919,Cc1cccc(C=CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1N
2359,0.759,0.34,8.529,CN(CCc1cc(N)cc(CO)c1N)c1nc(N)n2nc(-c3ccco3)nc2n1
2360,0.732,0.377,8.366,C=Nc1nc(N(C)CCc2cc(N)cc(C)c2N)nc2nc(-c3ccco3)nn12
2364,0.736,0.524,8.121,CN(C=Cc1cccc(C=N)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
2365,0.61,0.583,6.728,Cc1cccc(CC23Nc4nc(nc5nc(-c6ccco6)nn45)N2CCO3)c1
2367,0.628,0.746,8.523,CC1=C2CC(=C1)C=C2CCN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2368,0.776,0.553,8.324,C=Cc1cc(C)cc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2369,0.714,0.573,8.84,C=Cc1cccc(C2CCN(c3nc(N)n4nc(-c5cc(C)co5)nc4n3)C2)c1
2370,0.757,0.517,9.111,C=Cc1cccc(CCN(CC)c2nc(N)n3nc(-c4cc(C)co4)nc3n2)c1
2371,0.752,0.306,7.811,Cc1cc(C=CC(=N)N)cc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2372,0.737,0.387,6.7,Cc1coc(-c2nc3nc(N(CCO)CCc4cccc(C=CN)c4)nc(N)n3n2)c1
2374,0.561,0.299,8.16,C=Nc1nc(N(C=O)CC2C=Cc3cccc2c3N)nc2nc(-c3ccco3)nn12
2375,0.529,0.553,8.308,Cc1ccc2c3c1C=CC2C(N(C)c1nc(N)n2nc(-c4ccco4)nc2n1)N3
2376,0.557,0.691,8.093,C=CC1=C2C=C(N)C(=C1)C2CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2377,0.604,0.542,7.262,C=Cc1cc(CC2Nc3nc(nc4nc(-c5ccco5)nn34)N2C(C)C)ccc1C
2378,0.592,0.588,8.405,C=Cc1cccc(CC2Nc3nc(nc4nc(-c5occc5C)nn34)N2C)c1
2380,0.688,0.338,8.359,Cc1cccc(CC(O)N(CN)c2nc(N)n3nc(-c4ccc(N)o4)nc3n2)c1
2382,0.536,0.684,8.679,CC1=C2C=CC3=C1CN(c1nc(NO)n4nc(-c5ccco5)nc4n1)CC23
2384,0.751,0.229,7.945,Cc1cccc(CCN(CNOO)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2385,0.739,0.522,8.863,C=C(Cc1ccc2c(c1)CCC2)N(C)c1nc(N)n2nc(-c3ccc(N)o3)nc2n1
2386,0.772,0.389,9.659,CCOCN(CCc1cccc(C)c1)c1nc(N)n2nc(-c3ccc(CN)o3)nc2n1
2387,0.588,0.548,7.971,CN(CC1c2cccc(c2)CC1N)c1nc(N)n2nc(-c3ccco3)nc2n1
2388,0.583,0.688,8.192,Cc1ccc(-c2nc3nc(N(C)CCC4=CC5=CC=C4C5N)nc(N)n3n2)o1
2389,0.662,0.236,7.501,COCN(c1nc(N)n2nc(-c3ccco3)nc2n1)C(N)Cc1cccc(C=N)c1O
2390,0.669,0.373,8.086,COCN(c1nc(N)n2nc(-c3cc(O)co3)nc2n1)C(N)Cc1cc(C)ccc1C
2391,0.557,0.536,8.119,Cc1cccc(CC2(N)COC3Nc4nc(nc5nc(-c6ccco6)nn45)N32)c1
2392,0.662,0.244,7.168,C=C=C(O)N(c1nc(N)n2nc(-c3occc3C)nc2n1)C(N)Cc1cccc(C)c1
2393,0.662,0.265,8.279,Cc1cccc(CC(N)N(C(O)=CN)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
2394,0.688,0.41,7.181,CCOCN(c1nc(N)n2nc(-c3occc3C)nc2n1)C(N)Cc1cccc(C)c1
2395,0.681,0.34,8.444,Cc1cccc(CC(N)N(CO)c2nc(N)n3nc(-c4occc4O)nc3n2)c1
2396,0.575,0.472,8.311,C=CNC(O)(Cc1cccc(C)c1)N1C=Nc2nc1nc1nc(-c3ccco3)nn21
2397,0.664,0.295,8.32,CNc1nc(N(C)C(N)C(O)c2cccc(C)c2)nc2nc(-c3ccc(C=O)o3)nn12
2398,0.671,0.298,7.078,CNc1nc(N(C)C(N)C(O)c2cccc(CCN)c2)nc2nc(-c3ccco3)nn12
2399,0.684,0.327,9.021,C=CNC(Cc1cccc(C)c1)N(C)c1nc(N)n2nc(-c3ccc(C=O)o3)nc2n1
2400,0.678,0.384,8.658,C=CNC(O)(Cc1cccc(C)c1)N(C)c1nc(N)n2nc(-c3ccc(C)o3)nc2n1
2401,0.711,0.368,8.121,Cc1cccc(CC(N)N(C)c2nc(N)n3nc(-c4ccc(C=O)o4)nc3n2)c1
2402,0.689,0.439,7.88,C=Cc1cc(C)cc(CC(N)N(C)c2nc(N)n3nc(-c4ccc(CC)o4)nc3n2)c1
2403,0.62,0.675,8.623,C=C1C2=CC(C)=C1C(CCN(C)c1nc(N)n3nc(-c4ccc(CC)o4)nc3n1)=C2
2404,0.749,0.534,7.52,CCc1cc(N)c(-c2nc3nc(N4CCc5ccc(C)c(C)c5C4)nc(N)n3n2)o1
2407,0.729,0.383,7.83,Cc1ccoc1-c1nc2nc(N3CCc4cccc(COC=N)c4C3)nc(N)n2n1
2408,0.589,0.409,8.441,Cc1ccoc1-c1nc2nc(N(C)C(=N)C3Cc4cccc3c4C)nc(N)n2n1
2410,0.606,0.731,9.345,CC1=C2CC(=C1)C=C2CCN(C)c1nc(N)n2nc(-c3occc3C)nc2n1
2413,0.635,0.753,8.424,CCC1=CC2=C3CN(c4nc(N)n5nc(-c6ccco6)nc5n4)CCC3=C1C2
2416,0.634,0.746,7.803,Cc1ccc(-c2nc3nc(N(C)CCC4=CC5=CC=C4C5)nc(N)n3n2)o1
2420,0.727,0.479,8.145,CCc1cccc(C(CO)CN(C)c2nc(N)n3nc(-c4ccc(C)o4)nc3n2)c1
2421,0.604,0.589,8.624,Cc1cccc(C2CCN3c4nc(n5nc(-c6ccco6)nc5n4)NC23)c1
2422,0.778,0.48,9.007,CCc1cccc(CCN(C)c2nc(N)n3nc(-c4ccc(C)o4)nc3n2)c1N
2423,0.783,0.489,8.452,CCc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1N
2424,0.704,0.277,9.19,COC(O)Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1N
2428,0.599,0.462,8.001,CN(CCC1=C(N)C2=CC(O)=C1C2)c1nc(N)n2nc(-c3occc3CN)nc2n1
2429,0.576,0.564,8.682,CN(CCC1=CC2=CC(O)=C1C2)c1nc(N)n2nc(-c3occc3CN=O)nc2n1
2430,0.621,0.708,8.559,CN(CCC1=CC2=CC(O)=C1C2)c1nc(N)n2nc(-c3ccco3)nc2n1
2435,0.505,0.781,7.384,CN1c2nc(n3nc(-c4ccco4)nc3n2)NC1CC1=CC2=CC=C1C2
2439,0.7,0.34,9.475,Cc1cccc(C(CN(C)N)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1C
2441,0.6,0.696,8.233,Cc1ccoc1-c1nc2nc(N(C)CCC3=CC4=CC(O)=C3C4)nc(N)n2n1
2442,0.688,0.434,7.774,Cc1cccc(C(N)C(O)N(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2444,0.774,0.52,8.493,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4occc4CN)nc3n2)c1
2450,0.592,0.695,8.319,Cc1cc(N)oc1-c1nc2nc(N(C)CCC3=CC4=CC=C3C4)nc(N)n2n1
2451,0.732,0.51,7.9,COCC(CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1)c1cccc(C)c1
2452,0.781,0.537,8.164,CNc1nc(N(C)CCc2cccc(C#N)c2)nc2nc(-c3ccc(C)o3)nn12
2454,0.761,0.332,7.929,C=C(O)c1cc(N)cc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2455,0.552,0.409,8.544,Cc1ccoc1-c1nc2nc(N(C=O)C3c4ccc(cc4CO)C3O)nc(N)n2n1
2456,0.596,0.585,8.029,CCN(c1nc(N)n2nc(-c3cc(C)co3)nc2n1)C1Cc2ccc1c(C)c2
2457,0.615,0.542,7.155,CCN(c1nc(N)n2nc(-c3ccco3)nc2n1)C1Cc2ccc1c(CO)c2
2458,0.593,0.488,8.672,Cc1cc2c(CO)cc1CC2N(C=O)c1nc(N)n2nc(-c3ccco3)nc2n1
2459,0.671,0.432,7.891,Cc1cc(N)oc1-c1nc2nc(N(C)C=Cc3cccc(C=C=N)c3)nc(N)n2n1
2460,0.598,0.624,8.19,CC1=C2C(CCN(C)c3nc(N)n4nc(-c5occc5C)nc4n3)=CC(=C1)C2=CO
2461,0.625,0.734,8.306,C=C1C2=CC(C)=C1C(CCN(C)c1nc(N)n3nc(-c4ccco4)nc3n1)=C2
2462,0.603,0.717,9.097,C=C1C2=CC(C)=C1C(CCN(C)c1nc(N)n3nc(-c4occc4C)nc3n1)=C2
2464,0.712,0.574,8.272,C=Cc1ccc2c(c1)CC(C)N(c1nc(NC)n3nc(-c4ccco4)nc3n1)C2
2465,0.7,0.428,8.883,CNc1nc(N2Cc3ccc(C)cc3CC2CNO)nc2nc(-c3ccco3)nn12
2466,0.708,0.42,7.585,Cc1ccc2c(c1)CC(CN)N(c1nc(NCO)n3nc(-c4ccco4)nc3n1)C2
2467,0.703,0.523,8.357,C=Cc1ccc2c(c1)CC(CN)N(c1nc(NC)n3nc(-c4ccco4)nc3n1)C2
2468,0.733,0.54,9.634,COCCc1ccc2c(c1)CC(C)N(c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2469,0.749,0.418,7.9,C=Cc1cc(N)c(N)c(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2470,0.72,0.414,9.135,Cc1cc(C(CO)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)ccc1N
2471,0.68,0.381,7.227,CCc1cc(C(CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)C(C)O)ccc1N
2472,0.681,0.319,7.925,CCc1cc(C(CO)CN(C)c2nc(N)n3nc(-c4cc(O)co4)nc3n2)ccc1N
2474,0.776,0.486,7.78,CN(CCc1cccc2cc[nH]c12)c1nc(N)n2nc(-c3ccco3)nc2n1
2475,0.77,0.495,7.562,CN(CCc1cccc(C#N)c1N)c1nc(N)n2nc(-c3ccco3)nc2n1
2476,0.748,0.476,7.66,Cc1coc(-c2nc3nc(N(C)CCc4cccc5cc[nH]c45)nc(N)n3n2)c1
2477,0.734,0.42,8.061,CN(CCc1cccc(C#N)c1N)c1nc(N)n2nc(-c3cc(O)co3)nc2n1
2478,0.699,0.57,8.529,Cc1cccc2c1NC(N(C)c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2480,0.781,0.588,8.398,CCc1ccc2c(c1)CCN(c1nc(N)n3nc(-c4occc4C)nc3n1)C2
2481,0.776,0.539,9.028,COCCc1ccc2c(c1)CCN(c1nc(N)n3nc(-c4occc4C)nc3n1)C2
2482,0.549,0.44,7.887,Cc1ccoc1-c1nc2nc(N3Cc4c5cc(C)c(N)c4NC5C3)nc(N)n2n1
2483,0.763,0.553,7.82,Cc1ccoc1-c1nc2nc(N3CCc4cccc(CN)c4C3)nc(N)n2n1
2484,0.708,0.536,8.153,C=C1Cc2cccc(CN)c2CN1c1nc(NC)n2nc(-c3cc(C)co3)nc2n1
2485,0.732,0.536,8.575,C=C(N)c1cccc2c1CN(c1nc(NC)n3nc(-c4cc(C)co4)nc3n1)CC2
2486,0.631,0.49,7.525,Cc1c(CCN(C)c2nc(N)n3nc(-c4occc4CN)nc3n2)cc2cc1CO2
2487,0.579,0.511,8.295,Cc1ccoc1-c1nc2nc(N(C)CC(O)c3cc4cc(c3C)CO4)nc(N)n2n1
2488,0.57,0.442,8.242,Cc1c2cc(cc1C(O)CN(C)c1nc(N)n3nc(-c4occc4O)nc3n1)OC2
2490,0.763,0.54,7.586,C=Cc1cc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)cc(C)c1C
2491,0.746,0.514,9.052,C=C(O)c1cccc2c1CN(c1nc(N)n3nc(-c4cc(C)co4)nc3n1)CC2
2492,0.579,0.587,8.332,C=Cc1cc2ccc1C(N(C)c1nc(N)n3nc(-c4cc(C)co4)nc3n1)C2
2496,0.771,0.491,8.26,C=Cc1ccc(N)c(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2499,0.747,0.419,7.226,C=Cc1cc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c(N)cc1O
2500,0.48,0.74,9.145,C=CC1=C2C(=C)C(=C1)C=C2CC1Nc2nc(nc3nc(-c4ccco4)nn23)N1C
2502,0.728,0.388,7.4,C=Cc1cccc(CCN(CC=O)c2nc(N)n3nc(-c4occc4CN)nc3n2)c1
2503,0.748,0.452,7.151,C=Cc1cc(C)cc(CC(=O)N(CC=O)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2504,0.759,0.45,7.865,CN(CCc1cc2c(cc1O)CCNC2)c1nc(N)n2nc(-c3ccco3)nc2n1
2505,0.79,0.588,7.825,CCc1cc2c(cc1C)CCN(c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2506,0.598,0.646,7.315,C=CC1=C2C(CCN(C)c3nc(N)n4nc(-c5ccco5)nc4n3)=CC(=C1)C2=CN
2509,0.7,0.41,7.47,CNCC(CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1)c1cc(O)cc(C)c1C
2510,0.657,0.456,8.114,C=CC(c1cc(O)cc(C)c1C)C(C)N(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2512,0.663,0.505,8.096,C#Cc1cccc2c1NC(=C)C2CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2513,0.762,0.463,8.186,C=Cc1cccc(CCN(C(=O)CO)c2nc(N)n3nc(-c4ccc(C)o4)nc3n2)c1
2514,0.777,0.441,8.422,C=Cc1cccc(CCN(CCOC)c2nc(N)n3nc(-c4ccc(C)o4)nc3n2)c1
2515,0.738,0.391,7.807,C=Cc1cccc(CCN(CN(C)CN)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2516,0.76,0.54,8.381,C=Cc1cccc(CCN(C)c2nc(N)n3nc(-c4oc(C)cc4C)nc3n2)c1
2517,0.616,0.521,7.996,CN(CC1C=Cc2cccc1c2N)c1nc(N)n2nc(-c3ccco3)nc2n1
2519,0.609,0.587,7.82,Cc1ccc(-c2nc3nc(N(C)CC4C=Cc5cccc4c5)nc(N)n3n2)o1
2520,0.6,0.492,8.815,C=Cc1cccc(CC2Nc3nc(nc4nc(-c5ccc(C=O)o5)nn34)N2CC)c1
2521,0.583,0.49,8.835,C=Cc1cccc(CC2Nc3nc(nc4nc(-c5ccc(C)o5)nn34)N2CC)c1N
2525,0.663,0.455,9.723,C=C(CN)c1cccc2c1NC(N(C)c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2526,0.729,0.511,8.461,C=Cc1cccc(C=CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1N
2527,0.797,0.549,8.23,Nc1nc(N2CCc3cc(CCO)ccc3C2)nc2nc(-c3ccco3)nn12
2529,0.777,0.54,8.39,Cc1c(CCO)ccc2c1CCN(c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2530,0.713,0.545,8.15,CCc1ccc2c(c1)CC(NC)N(c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2532,0.534,0.544,7.925,C#CN(CC1C2=CC(C=C)=C1C=C2)c1nc(N)n2nc(-c3ccco3)nc2n1
2533,0.554,0.758,8.553,CC1=C2C=CC3=C1CN(c1nc(N)n4nc(-c5ccco5)nc4n1)CC23
2534,0.544,0.658,9.349,C=CN(CC1C2=CC(CO)=C1C(C)=C2)c1nc(N)n2nc(-c3ccco3)nc2n1
2535,0.614,0.575,8.45,C=Cc1cccc(CC2Nc3nc(nc4nc(-c5ccco5)nn34)N2CC)c1
2536,0.565,0.709,7.776,C=CC1=C2C=CC(=C1)C2CN(CC)c1nc(N)n2nc(-c3ccco3)nc2n1
2537,0.776,0.462,7.73,C=C(O)c1cccc(CCN(CC)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2539,0.763,0.462,7.601,Cc1cccc(CCN(CC=CO)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2540,0.777,0.542,8.472,Cc1cc(O)cc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1C
2544,0.774,0.514,7.696,Nc1nc(N2CCc3cc(CCN=O)ccc3C2)nc2nc(-c3ccco3)nn12
2546,0.741,0.504,8.274,C=Nc1nc(N(C)CCc2cc(O)cc(C)c2C)nc2nc(-c3ccco3)nn12
2549,0.773,0.531,7.88,Cc1ccc(-c2nc3nc(N(C)CCc4cc(O)cc(C)c4C)nc(N)n3n2)o1
2557,0.619,0.551,8.378,Cc1cc2cc(c1)C(CN(C)c1nc(N)n3nc(-c4ccco4)nc3n1)=C=C2
2558,0.726,0.398,9.26,C=Cc1cccc(CC(=N)N(C)c2nc(N)n3nc(-c4cc(C)co4)nc3n2)c1
2559,0.605,0.574,8.417,C=Cc1cc2ccc1C(N(CC)c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2561,0.685,0.56,8.366,C=Cc1ccc2c(c1)CC(N(C)c1nc(N)n3nc(-c4ccco4)nc3n1)N2
2562,0.684,0.483,7.468,C=Cc1ccc2c(c1)CCN(c1nc(NC)n3nc(-c4ccco4)nc3n1)C2ON
2563,0.622,0.617,8.465,C=C1C2=CC(C)=C1C(CCN(CCO)c1nc(N)n3nc(-c4ccco4)nc3n1)=C2
2564,0.713,0.496,7.655,Cc1cccc(CC2=C=CC(=O)N2c2nc(N)n3nc(-c4ccco4)nc3n2)c1O
2565,0.603,0.561,8.405,Cc1cc(O)cc(CC2Nc3nc(nc4nc(-c5ccco5)nn34)N2C)c1C
2568,0.741,0.242,7.997,Cc1cc(N)c(O)c(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1C=O
2569,0.761,0.341,8.533,Cc1cc(N)c(O)c(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1C
2570,0.774,0.482,8.146,C=C(N)c1cccc(CCN(CC)c2nc(N)n3nc(-c4ccc(C)o4)nc3n2)c1
2571,0.743,0.502,8.165,C=Cc1cccc(CCN(CC)c2nc(N)n3nc(-c4cc(C#N)co4)nc3n2)c1
2572,0.57,0.588,7.985,CN(CC1C2=Cc3ccc(c1c3)C2)c1nc(N)n2nc(-c3ccco3)nc2n1
2573,0.782,0.523,8.321,C=C(N)c1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2574,0.729,0.435,8.354,CCN(CCc1cccc(C=CO)c1)c1nc(N)n2nc(-c3cc(C#N)co3)nc2n1
2575,0.537,0.724,7.693,C=CC1=C2C(=C)C(=C1)C=C2CCN1CNc2nc1nc1nc(-c3ccco3)nn21
2580,0.607,0.696,9.241,C=CC1=C2C(=C)C(=C1)C=C2CCN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2581,0.606,0.285,7.423,C=NC1=C=C(CN(CO)c2nc(N)n3nc(-c4ccco4)nc3n2)c2cccc1c2
2582,0.671,0.431,7.573,C=C1Nc2c(C)cccc2C1CN(C)c1nc(NO)n2nc(-c3ccco3)nc2n1
2583,0.663,0.536,9.179,C=C1Nc2c(C)cccc2C1CN(C)c1nc(N)n2nc(-c3cc(C)co3)nc2n1
2585,0.68,0.525,7.766,C=C1Nc2c(C)cccc2C1CN(C)c1nc(NC)n2nc(-c3ccco3)nc2n1
2586,0.707,0.558,7.981,Cc1cccc2c1NCC2CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2589,0.703,0.442,8.229,Cc1cccc(C(CN)CN(C=O)c2nc(N)n3nc(-c4ccc(C)o4)nc3n2)c1
2590,0.707,0.449,7.964,Cc1cccc(C(CN)CN(C=O)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2591,0.673,0.352,8.469,C=Nc1nc(N(C=O)CC(CN)c2cccc(C)c2)nc2nc(-c3ccco3)nn12
2592,0.707,0.535,9.363,CCc1cccc2c1NCC2CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2598,0.612,0.712,7.862,C=C1C2=CC(C#N)=C1C(CCN(C)c1nc(N)n3nc(-c4ccco4)nc3n1)=C2
2600,0.583,0.746,8.188,C=C1C2=CC=C1C(CCN(C)c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2601,0.696,0.433,8.519,C=Cc1cc(C)cc(CCN(c2nc(N)n3nc(-c4ccco4)nc3n2)C(C)OC)c1
2602,0.614,0.656,7.78,C=C1C2=CC(CN)=C1C(CCN(C)c1nc(N)n3nc(-c4ccco4)nc3n1)=C2
2604,0.761,0.557,8.541,CCc1c(C#N)ccc2c1CCN(c1nc(NC)n3nc(-c4ccco4)nc3n1)C2
2605,0.729,0.559,9.083,C=C1Cc2c(ccc(C#N)c2C)CN1c1nc(N)n2nc(-c3ccco3)nc2n1
2606,0.763,0.572,8.134,CNc1nc(N2CCc3c(ccc(C#N)c3C)C2)nc2nc(-c3ccco3)nn12
2607,0.557,0.688,7.509,CC1=C2CC(CCN(C)c3nc(N)n4nc(-c5ccco5)nc4n3)C(=C1)C2N
2619,0.77,0.532,7.749,Nc1nc(N2CCc3cc4c(cc3C2)CCNC4)nc2nc(-c3ccco3)nn12
2620,0.667,0.547,9.068,Cc1cc2c3cc1C(CN)=C3N(c1nc(N)n3nc(-c4ccco4)nc3n1)CC2
2621,0.796,0.548,8.482,NCCc1ccc2c(c1)CN(c1nc(N)n3nc(-c4ccco4)nc3n1)CC2
2623,0.769,0.397,8.324,C=CCN(CCc1ccc(CCO)c(C)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
2624,0.676,0.533,8.193,CCc1ccc(CCN2C=Nc3nc2nc2nc(-c4ccco4)nn32)cc1C
2625,0.751,0.298,7.398,Cc1ccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)cc1CN=C(N)O
2626,0.758,0.521,7.898,CNc1nc(N2CCc3cc(CCN)ccc3C2)nc2nc(-c3cc(C)co3)nn12
2627,0.718,0.4,8.162,C=NCc1cc(CCN(CC=N)c2nc(N)n3nc(-c4ccco4)nc3n2)ccc1C
2628,0.791,0.489,8.331,Cc1cccc(CCN(CCN)c2nc(N)n3nc(-c4ccc(C)o4)nc3n2)c1
2629,0.791,0.492,8.4,CNCCc1ccc(CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c(C)c1
2630,0.745,0.562,7.754,C=C1CN(c2nc(NC)n3nc(-c4ccco4)nc3n2)CC(c2cccc(C)c2)=N1
