a,b,c,d,SMILES
1282,0.594,0.345,7.731,Cc1cccc(C(=N)C2=Nc3nc(nc4nc(-c5ccco5)nn34)N2C(C)O)c1N
1283,0.75,0.273,8.818,NNCCc1ccc2c(c1)CCN(c1nc(N)n3nc(-c4ccc(O)o4)nc3n1)C2
1284,0.731,0.418,8.269,Nc1nc(N2CCc3c(ccc(CC=O)c3O)C2)nc2nc(-c3ccc(O)o3)nn12
1285,0.795,0.583,8.08,CCc1ccc2c(c1)CCN(c1nc(N)n3nc(-c4ccco4)nc3n1)C2=O
1286,0.772,0.531,8.105,C#Cc1ccc2c(c1)CCN(c1nc(N)n3nc(-c4ccco4)nc3n1)C2=O
1288,0.624,0.536,8.823,C=C1C=C(C=N)C(=CCCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)C1N
1289,0.54,0.536,7.816,C=CC1=C2C=CC(=C1)C2CN(C#N)c1nc(N)n2nc(-c3ccco3)nc2n1
1290,0.552,0.452,9.258,Nc1cc2c3cc1c1c2CN(c2nc(N)n4nc(-c5ccco5)nc4n2)CC31
1291,0.465,0.743,8.913,C=CC1=C2C3=CC4=C1OC3N(c1nc(N)n3nc(-c5ccco5)nc3n1)CC42
1292,0.568,0.461,8.612,Nc1nc(N(CCO)C2Nc3ccc4cc3C2C4)nc2nc(-c3ccco3)nn12
1293,0.539,0.767,9.694,C=CC1=C2C=CC3=C1CN(c1nc(N)n4nc(-c5ccco5)nc4n1)CC23
1294,0.721,0.452,8.386,Cc1ccc(CN)cc1C1=NCN(c2nc(N)n3nc(-c4cc(O)co4)nc3n2)C1
1295,0.569,0.734,8.003,C=C(C)C1=C2C=CC(=C1)C2CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
1296,0.766,0.472,8.868,Cc1ccc2c(c1)CCN(c1nc(N)n3nc(-c4cc(O)c(N)o4)nc3n1)C2
1297,0.706,0.55,8.673,C=Cc1cccc(CC2=C=NCCN2c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1298,0.667,0.32,8.918,C=Cc1cccc(C(N)CN(C(C)=N)c2nc(N)n3nc(-c4cc(C)co4)nc3n2)c1
1299,0.723,0.557,9.159,CCc1cccc(C2CC(=O)N(c3nc(N)n4nc(-c5occc5C)nc4n3)C2)c1
1300,0.731,0.543,7.043,Cc1cc(C(C)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)ccc1O
1301,0.552,0.615,7.337,C=C(CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1)C1(NC)CC2=CC=C1C2
1302,0.767,0.307,8.184,Cc1ccc(C(=O)C(=N)N(C)c2nc(N)n3nc(-c4ccco4)nc3n2)cc1C
1303,0.781,0.369,8.179,Cc1ccc(C(=O)CN(CN)c2nc(N)n3nc(-c4ccco4)nc3n2)cc1C
1305,0.518,0.637,8.764,Nc1nc(N(C=CO)CC2C3=CC4=C2C(=C3)N=C4)nc2nc(-c3ccco3)nn12
1306,0.77,0.484,8.027,N=C1c2ccc(CN)cc2CCN1c1nc(N)n2nc(-c3ccco3)nc2n1
1307,0.808,0.593,8.553,Cc1ccc2c(c1)CCN(c1nc(N)n3nc(-c4ccco4)nc3n1)C2
1310,0.763,0.364,8.695,Cc1ccc2c(c1)CCN(c1nc(NN)n3nc(-c4ccco4)nc3n1)C2=N
1311,0.72,0.554,8.436,CCc1ccc2c(c1)CC(N)N(c1nc(N)n3nc(-c4ccco4)nc3n1)C2
1315,0.728,0.453,8.9,Cc1cc(O)cc2c1CN(c1nc(N)n3nc(-c4occc4O)nc3n1)CC2=O
1316,0.53,0.749,9.518,CC1=C2C3=CC(=C1)C2CN(c1nc(N)n2nc(-c4occc4C)nc2n1)C3
1317,0.802,0.509,8.19,CCc1cccc(C(=O)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1319,0.764,0.497,8.212,Cc1cc(N)cc2c1C(=O)CN(c1nc(N)n3nc(-c4ccco4)nc3n1)C2
1320,0.687,0.518,8.501,Cc1cccc(C(=O)C2=Nc3nc(nc4nc(-c5ccco5)nn34)N2C)c1
1321,0.632,0.535,7.91,Cc1cccc(C(=O)C2N(C)c3nc(n4nc(-c5ccco5)nc4n3)N2O)c1
1322,0.689,0.568,7.902,Cc1cccc(CC2=Nc3nc(nc4nc(-c5ccco5)nn34)N2C)c1
1323,0.789,0.564,7.998,C=Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1324,0.706,0.355,7.841,Cc1ccoc1-c1nc2nc(N(C=O)CCc3cccc(C)c3C=N)nc(N)n2n1
1325,0.707,0.535,7.852,Cc1ccoc1-c1nc2nc(N(C=O)C3=Cc4c(C)cccc4C3)nc(N)n2n1
1326,0.663,0.642,8.515,C=C1C=C(C)C(=CCCN(C=O)c2nc(N)n3nc(-c4occc4C)nc3n2)C1
1327,0.734,0.511,9.318,Cc1cccc2c1C(=O)N(c1nc(N)n3nc(-c4ccc(N=N)o4)nc3n1)CC2
1328,0.764,0.535,9.027,Cc1cccc2c1C(=O)N(c1nc(N)n3nc(-c4ccc(N)o4)nc3n1)CC2
1329,0.75,0.396,7.888,C=C(CN(C#N)c1nc(N)n2nc(-c3ccco3)nc2n1)c1cccc(CC)c1
1330,0.686,0.483,7.463,C=CN(c1nc(N)n2nc(-c3ccco3)nc2n1)C(O)C(=C)c1cccc(C)c1
1331,0.717,0.488,7.938,C=C(CN(C=C=N)c1nc(N)n2nc(-c3ccco3)nc2n1)c1cccc(C)c1
1332,0.713,0.387,8.047,C=C=C=C(Cc1cc(C)cc(N)c1)N(C)c1nc(N)n2nc(-c3ccco3)nc2n1
1333,0.585,0.465,7.412,COC=C(O)N(CC1Cc2cccc1c2)c1nc(N)n2nc(-c3ccco3)nc2n1
1334,0.545,0.377,8.579,Nc1nc(N2Cc3c4cccc3C(N)(C4)C2)nc2nc(-c3occ(O)c3O)nn12
1335,0.618,0.586,7.735,Cc1ccc(-c2nc3nc(N4Cc5c6cccc5C(C6)C4)nc(N)n3n2)o1
1336,0.518,0.574,8.053,OCc1coc(-c2nc3nc4nc(n3n2)N=C2C3Cc5cccc3c5CN24)c1
1337,0.742,0.502,8.766,C#CCNc1nc(N2CCc3cccc(C)c3C2)nc2nc(-c3ccc(N)o3)nn12
1338,0.524,0.522,7.949,Cc1coc(-c2nc3nc4nc(n3n2)N=C2C3Cc5cccc3c5CN24)c1
1339,0.608,0.574,8.473,Nc1nc(N2Cc3c4cccc3C(C2)C4=O)nc2nc(-c3ccco3)nn12
1340,0.524,0.461,8.944,Cc1coc(-c2nc3nc(N4Cc5c6cc(O)cc5C(C6)C4N)nc(N)n3n2)c1
1341,0.692,0.547,8.167,Cc1cc(O)cc2c1OC(N(C)c1nc(N)n3nc(-c4ccco4)nc3n1)C2
1342,0.519,0.4,7.777,CC1=CC2=CC(CC(O)N(CN=N)c3nc(N)n4nc(-c5ccco5)nc4n3)=C1C2
1343,0.601,0.733,8.349,CCC1=CC2=CC(C3=NCN(c4nc(N)n5nc(-c6ccco6)nc5n4)C3)=C1C2
1344,0.61,0.572,8.108,Nc1nc(N2Cc3c4cccc3C(=O)C2C4)nc2nc(-c3ccco3)nn12
1345,0.57,0.695,9.012,CC1=CC2=CC(C3=NCN(c4nc(N)n5nc(-c6cc(O)co6)nc5n4)C3)=C1C2
1346,0.76,0.585,8.816,Cc1cccc(C2=NCN(c3nc(N)n4nc(-c5ccco5)nc4n3)C2)c1C
1347,0.68,0.435,8.93,Cc1cc(NO)cc(C2=NCN(c3nc(N)n4nc(-c5ccco5)nc4n3)C2C)c1
1348,0.748,0.514,7.894,Cc1cc(N)cc(C2=NCN(c3nc(N)n4nc(-c5ccco5)nc4n3)C2)c1
1349,0.566,0.534,8.383,Cc1ccoc1-c1nc2nc(N3C(=O)Cc4c5ccc(C)c4C3N5)nc(N)n2n1
1350,0.589,0.542,8.736,Cc1ccc2c3c1C(N2)N(c1nc(N)n2nc(-c4ccco4)nc2n1)C(=O)C3
1352,0.656,0.405,7.241,Cc1cccc2c1CN(c1nc(N=O)n3nc(-c4ccco4)nc3n1)C(C=O)C2=N
1353,0.705,0.538,8.898,CNC1c2c(C)cccc2CC(=O)N1c1nc(N)n2nc(-c3ccco3)nc2n1
1354,0.68,0.45,9.061,Cc1cccc2c1C(N)N(c1nc(N)n3nc(-c4occc4O)nc3n1)C(=O)C2
1355,0.799,0.593,8.348,Cc1cccc2c1CN(c1nc(N)n3nc(-c4ccco4)nc3n1)CC2
1356,0.747,0.57,7.935,Cc1coc(-c2nc3nc(N4Cc5c(C)cccc5CC4=O)nc(N)n3n2)c1
1357,0.776,0.578,7.336,Cc1cccc2c1CN(c1nc(N)n3nc(-c4ccco4)nc3n1)C(=O)C2
1358,0.712,0.532,8.763,Cc1cccc2c1C(N)N(c1nc(N)n3nc(-c4ccco4)nc3n1)C(=O)C2
1359,0.749,0.534,8.183,Cc1cccc2c1CN(c1nc(N)n3nc(-c4ccc(N)o4)nc3n1)C(=O)C2
1360,0.741,0.534,8.014,Cc1cccc2c1CN(c1nc(N)n3nc(-c4occc4N)nc3n1)C(=O)C2
1361,0.788,0.552,8.05,Cc1cc(O)cc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1362,0.694,0.268,8.048,C=Nc1nc(N(C=C(N)c2cccc(C)c2)CON)nc2nc(-c3ccco3)nn12
1363,0.792,0.552,8.304,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1O
1364,0.772,0.252,8.749,Cc1cccc(CC(=O)N(C(=O)NN)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1365,0.769,0.524,9.196,C=C(N)N(C(=O)Cc1cccc(C)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
1366,0.712,0.572,7.842,CC1=NCN(c2nc(N)n3nc(-c4ccco4)nc3n2)C1Cc1cccc(C)c1
1367,0.704,0.574,8.532,Cc1cccc(C2=NC(C)N(c3nc(N)n4nc(-c5ccco5)nc4n3)C2)c1C
1369,0.505,0.766,8.511,CC1=CC2=CC3=C1C2C(N(C)c1nc(N)n2nc(-c4ccco4)nc2n1)C3
1370,0.58,0.533,8.289,Cc1c2ccc3c1C(O2)N(c1nc(N)n2nc(-c4ccco4)nc2n1)C(O)C3
1371,0.637,0.712,8.195,Nc1nc(N2CCC3=C(C2)C2=C(O)C=C3C2)nc2nc(-c3ccco3)nn12
1372,0.78,0.546,7.552,Cc1ccc(-c2nc3nc(N4CCc5ccc(O)c(C)c5C4)nc(N)n3n2)o1
1373,0.582,0.53,8.058,Cc1c2ccc3c1C(O)(C2)N(c1nc(N=O)n2nc(-c4ccco4)nc2n1)CC3
1374,0.711,0.253,7.495,C#CN(CC(=C)c1cc(C)cc(NO)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
1375,0.504,0.313,8.123,CN(CC1C2=CC(C=COO)=C1C=C2)c1nc(N)n2nc(-c3cc(N)co3)nc2n1
1376,0.509,0.393,9.253,C#CN(CC1C2=CC(C=C=N)=C1C=C2)c1nc(N)n2nc(-c3ccco3)nc2n1
1378,0.79,0.496,8.27,C=CCc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1379,0.761,0.486,7.988,C=CCc1cccc(C(=C)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1380,0.488,0.737,8.775,CC=CC1=C2C=C3CC(N(C)c4nc(N)n5nc(-c6ccco6)nc5n4)C2C3=C1
1381,0.778,0.557,8.741,CCc1ccc2c(c1)CCN(c1nc(N)n3nc(-c4ccc(N)o4)nc3n1)C2
1385,0.758,0.516,8.347,Cc1cc(CCN)cc2c1CN(c1nc(N)n3nc(-c4ccco4)nc3n1)CC2=O
1386,0.742,0.551,8.309,CCc1cccc(C(C)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1387,0.628,0.75,7.913,Cc1ccoc1-c1nc2nc(N3CCC4=C(C3)C3=CC=C4C3)nc(N)n2n1
1388,0.556,0.657,7.288,CC(CC1=CC2=CC=C1C2)N(C=O)c1nc(N)n2nc(-c3ccco3)nc2n1
1389,0.697,0.462,8.266,Cc1cccc2c1C(N)(CO)N(c1nc(N)n3nc(-c4ccco4)nc3n1)CC2
1390,0.663,0.464,8.825,C=C1c2c(C)cccc2C(O)C(O)N1c1nc(N)n2nc(-c3ccco3)nc2n1
1391,0.502,0.707,8.654,CC1OC2C3=CC(CCN(C)c4nc(N)n5nc(-c6ccco6)nc5n4)=C2C1=C3
1392,0.708,0.543,8.423,Cc1cccc2c1C(C)(N)N(c1nc(N)n3nc(-c4ccco4)nc3n1)CC2
1393,0.689,0.5,8.523,Cc1c(O)ccc2c1C(N=O)N(c1nc(N)n3nc(-c4ccco4)nc3n1)CC2
1394,0.736,0.415,8.251,C=C(C(=C(N)N)c1cccc(C)c1C)N(C)c1nc(N)n2nc(-c3ccco3)nc2n1
1395,0.573,0.557,9.398,Cc1ccc2cc1C1CN(c3nc(N)n4nc(-c5ccco5)nc4n3)C(C)OC21
1396,0.629,0.586,9.8,Cc1ccc2cc1C1CN(c3nc(N)n4nc(-c5ccco5)nc4n3)CC21
1397,0.754,0.553,8.389,Nc1nc(N2CCC(c3cccc(CO)c3)C2)nc2nc(-c3ccco3)nn12
1398,0.564,0.695,8.851,CC1=CC2=CC(C3CCN(c4nc(N)n5nc(-c6ccco6)nc5n4)C3)=C1C2O
1399,0.741,0.514,7.998,CCCc1cccc(C(C)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1400,0.699,0.341,7.37,CCc1cccc(C(CN=C=O)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1401,0.607,0.523,9.327,Cc1cc2c(c(O)c1C)CCN1c3nc(n4nc(-c5ccco5)nc4n3)NC21
1403,0.629,0.567,8.115,Cc1cccc2c1C1Nc3nc(nc4nc(-c5ccco5)nn34)N1CC2
1404,0.578,0.446,8.834,CCc1ccc(N)c2c1C1Nc3nc(nc4nc(-c5ccco5)nn34)N1C(=N)C2
1405,0.62,0.515,8.534,Cc1cc(O)cc2c1C1=C=C2CN1c1nc(N)n2nc(-c3ccco3)nc2n1
1406,0.648,0.528,8.754,N=C1c2c(cc3cc2C(=O)C3)CCN1c1nc(N)n2nc(-c3ccco3)nc2n1
1408,0.611,0.528,8.557,NOCc1cccc(C2CCN3C2=Nc2nc3nc3nc(-c4ccco4)nn23)c1
1409,0.685,0.538,8.457,Cc1ccc(-c2nc3nc(N4CC5Nc6c(C)cccc6C5C4)nc(N)n3n2)o1
1410,0.721,0.511,7.967,Cc1cccc(C(C)(CN)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1411,0.532,0.528,7.695,Nc1nc(N2CC(N)C3(CCc4cccc3c4)C2)nc2nc(-c3ccco3)nn12
1412,0.75,0.551,8.823,Cc1cccc(C2=CC(O)=CN(c3nc(N)n4nc(-c5ccco5)nc4n3)C2)c1
1414,0.713,0.441,8.682,Cc1cccc(C2=CC(=CO)N(c3nc(N)n4nc(-c5occc5O)nc4n3)C2)c1
1415,0.727,0.348,8.511,Cc1ccc(N)c(C2=CC(=CO)N(c3nc(N)n4nc(-c5ccco5)nc4n3)C2)c1
1416,0.58,0.527,7.434,CC1=C(N)C2=CC(CCN(C=CO)c3nc(N)n4nc(-c5ccco5)nc4n3)=C1C2
1417,0.782,0.486,8.184,Cc1ccc(O)c(Cc2cccn2-c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1418,0.779,0.509,8.266,Cc1cccc(Cc2cc(C)cn2-c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1419,0.749,0.517,9.227,C=CN(C(=C)Cc1cccc(CC)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
1420,0.779,0.486,8.119,Cc1cccc(Cc2ccc(O)n2-c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1421,0.705,0.401,8.308,C=C(N=N)N(CCc1cccc(C)c1C)c1nc(N=N)n2nc(-c3ccco3)nc2n1
1422,0.74,0.451,8.052,C=C(N=N)N(CCc1cccc(C)c1C)c1nc(N)n2nc(-c3ccco3)nc2n1
1423,0.552,0.539,8.315,CC1(C2Cc3cccc2c3)ONCN1c1nc(N)n2nc(-c3ccco3)nc2n1
1424,0.67,0.175,7.375,Cc1c(N)ccc(C(=O)C(O)N(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1N=O
1425,0.601,0.415,8.195,Nc1nc(N(CCC2=CC3=CC=C2C3)CNO)nc2nc(-c3ccco3)nn12
1426,0.737,0.318,8.712,Cc1c(C=N)cccc1CCN(CN)c1nc(N)n2nc(-c3ccco3)nc2n1
1427,0.692,0.574,9.03,CCc1cccc2c1CC1C2=NCN1c1nc(N)n2nc(-c3ccco3)nc2n1
1428,0.684,0.318,7.693,C#Cc1cccc(C(O)CN(CN)c2nc(N)n3nc(-c4ccco4)nc3n2)c1C
1429,0.55,0.526,8.59,Cc1cc2cc(c1)C1ONCN(c3nc(N)n4nc(-c5ccco5)nc4n3)C1C2
1430,0.737,0.552,8.767,Cc1cccc(C2=NCN(c3nc(N)n4nc(-c5occc5O)nc4n3)C2)c1
1431,0.742,0.392,7.777,C=C(C)c1cccc(CCN(CN)c2nc(N)n3nc(-c4ccc(N)o4)nc3n2)c1
1433,0.612,0.586,8.529,Cc1cccc(C2=NC3Nc4nc(nc5nc(-c6ccco6)nn45)N3C2)c1
1434,0.66,0.373,7.356,Nc1nc(N2CNOC(c3cccc(CO)c3)C2)nc2nc(-c3cc(O)co3)nn12
1435,0.684,0.513,7.771,Cc1cc(C2CN(c3ncn4nc(-c5ccco5)nc4n3)CNO2)ccc1N
1436,0.478,0.285,8.534,N=C(CN1c2nc(n3nc(-c4ccco4)nc3n2)NC1NN)C1=CC2=CC=C1C2
1437,0.558,0.395,7.886,C#CC1c2cc(C)c(N)c(c2)C1CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
1438,0.562,0.527,8.01,CC#CC1c2cc(C)cc(c2)C1CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
1439,0.594,0.487,7.954,Cc1cc2cc(c1)C(CN(CO)c1nc(N)n3nc(-c4ccco4)nc3n1)OC2
1440,0.807,0.491,7.888,CCCCc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1441,0.599,0.552,8.174,Nc1nc(N2Cc3c4ccc(O)c3CC2C4)nc2nc(-c3ccco3)nn12
1442,0.666,0.592,8.282,Nc1nc(N2Cc3c4cccc3CC2C4)nc2nc(-c3ccco3)nn12
1443,0.657,0.394,7.844,Nc1c2cccc1C(CN(CCO)c1nc(N)n3nc(-c4ccco4)nc3n1)=NC2
1444,0.702,0.557,9.037,Cc1cccc2c1C(O)N(c1nc(N)n3nc(-c4ccco4)nc3n1)C=C2
1445,0.78,0.575,7.787,Cc1cccc2c1CN(c1nc(N)n3nc(-c4ccco4)nc3n1)CC2=O
1448,0.577,0.732,8.049,CCC1=C2C(C)=CC(=C1)C2CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
1449,0.729,0.537,8.032,CCc1cc(C)cc(C(C)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1450,0.544,0.706,8.748,COCCC1=C2C3=CC(=C1)C2CN(c1nc(N)n2nc(-c4ccco4)nc2n1)C3
1451,0.662,0.364,7.366,Cc1cccc2c1NC(N)(N(CO)c1nc(N)n3nc(-c4ccco4)nc3n1)C2
1452,0.503,0.695,8.085,OCCC1=C2C=CC(=C1)C2CN1CNc2nc1nc1nc(-c3ccco3)nn21
1453,0.53,0.604,9.194,C#CCCC1=C2C=CC(=C1)C2CN(C)c1nc(N)n2nc(-c3occc3O)nc2n1
1454,0.682,0.478,8.441,CNc1nc(N2CCc3cccc(C)c3C2N)nc2nc(-c3occc3O)nn12
1455,0.7,0.441,8.647,Cc1cccc2c1C(N)N(c1nc(NCN)n3nc(-c4ccco4)nc3n1)CC2
1456,0.75,0.418,8.548,CCN(CCc1cccc(C)c1N)c1nc(N)n2nc(-c3occc3O)nc2n1
1457,0.778,0.395,8.757,Cc1cccc(CCN(CCO)c2nc(N)n3nc(-c4ccco4)nc3n2)c1N
1458,0.754,0.549,8.686,C=C1c2cc(O)c(CC)cc2CCN1c1nc(N)n2nc(-c3ccco3)nc2n1
1460,0.737,0.25,8.414,C#COCCN(CCc1cccc(C)c1N)c1nc(N)n2nc(-c3ccco3)nc2n1
1461,0.7,0.255,8.577,Cc1cccc(C(=O)CN(c2nc(N)n3nc(-c4ccco4)nc3n2)C(C)C=O)c1N
1462,0.528,0.416,7.315,CN(c1nc(N)n2nc(-c3ccco3)nc2n1)C(O)CC1=C2CC(=C1)C=C2C=CO
1464,0.643,0.746,7.351,CC1=C(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)C2=CC=C1C2
1465,0.745,0.522,7.483,CN(CCc1c(O)ccc2c1C=CCC2)c1nc(N)n2nc(-c3ccco3)nc2n1
1466,0.742,0.522,7.649,CN(CCc1cc(O)cc2c1C=CCC2)c1nc(N)n2nc(-c3ccco3)nc2n1
1468,0.592,0.555,7.587,CN(CCC1=C2CC(=C1)C=C2CCC=N)c1nc(N)n2nc(-c3ccco3)nc2n1
1469,0.694,0.38,8.893,CCCc1cccc(CC(N)(O)N(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1C
1471,0.773,0.572,7.35,C=C(CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1)c1cccc(C)c1C
1475,0.788,0.571,8.109,Cc1cc(C)c(C)c(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1476,0.735,0.541,8.651,Cc1cccc(C(N)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1C
1477,0.515,0.707,8.321,Cc1ccoc1-c1nc2nc(N(C)CCC3=C4C5=CC(=C3)C4OC5)nc(N)n2n1
1478,0.726,0.341,6.854,CCc1cc(C#CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c(O)c(CO)c1
1479,0.748,0.282,7.329,CCc1cc(CO)c(OO)c(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1480,0.737,0.481,6.886,CCc1cc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c2c(c1)COO2
1481,0.707,0.389,7.246,Cc1c(CCN(CN)c2nc(N)n3nc(-c4ccco4)nc3n2)cccc1C(C)O
1482,0.692,0.362,8.988,CCCc1cccc(CC(N)N(CN)c2nc(N)n3nc(-c4ccco4)nc3n2)c1C
1483,0.719,0.327,8.997,C=CC(=N)c1ccc(O)c(CCN(C)c2nc(N)n3nc(-c4ccc(N)o4)nc3n2)c1
1484,0.595,0.548,7.887,C=CC1=NC(CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c2cc(C)cc1c2
1485,0.543,0.655,9.329,CN(CC1C2=CC3=C1C(=C2)C(=CO)C3)c1nc(N)n2nc(-c3ccco3)nc2n1
1486,0.659,0.315,6.975,CC(CN(C=CO)c1nc(N)n2nc(-c3ccco3)nc2n1)c1cccc(C=N)c1
1488,0.521,0.67,8.108,Nc1nc(N2CC3=CC4=CC(C=CO)=C3C4C2)nc2nc(-c3ccco3)nn12
1491,0.555,0.652,7.784,CN(CC1C2=CC(C=CO)=C1C=C2)c1nc(N)n2nc(-c3ccco3)nc2n1
1492,0.466,0.692,8.243,OC=CC1=C2C3=CC(=C1)C2C1=Nc2nc(nc4nc(-c5ccco5)nn24)N1C3
1493,0.632,0.616,9.251,C=CC1=CC(C=CO)=C(C)C1CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
1494,0.65,0.65,7.69,CC1=CC(C=CO)=C(C)C1CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
1495,0.645,0.672,7.675,CC1=CC(C=C=O)=C(C)C1CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
1496,0.52,0.475,7.445,CN(c1nc(N)n2nc(-c3ccco3)nc2n1)C1NC2=C(C3=C(N)C=C2C3)C1O
1498,0.577,0.622,8.075,CN(C)C1=C(C(O)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)C2=CC=C1C2
1499,0.511,0.664,8.707,CC(=C=N)C1=C2C3=CC(=C1)C2CN(c1nc(N)n2nc(-c4ccco4)nc2n1)C3
1501,0.717,0.233,7.464,CN(C=C(O)c1ccc(N)c(CN)c1N)c1nc(N)n2nc(-c3ccco3)nc2n1
1502,0.683,0.598,7.825,Cc1cccc(CCN2CNc3nc2nc2nc(-c4ccco4)nn32)c1C
1506,0.593,0.547,9.411,Cc1c2cc3c(c1C)CN(c1nc(N)n4nc(-c5ccc(N)o5)nc4n1)C3C2
1507,0.711,0.356,8.828,CN(CC(=N)c1cccc2c1CNC2)c1nc(N)n2nc(-c3ccc(N)o3)nc2n1
1508,0.64,0.701,8.636,CC1=C2CC(=C1O)C1=C2CN(c2nc(N)n3nc(-c4ccco4)nc3n2)CC1
1509,0.499,0.702,8.564,C=CC1=C2C3=CC(=C1)C2C(=CN)N(c1nc(N)n2nc(-c4ccco4)nc2n1)C3
1510,0.442,0.736,7.763,C=CC1=C2C3=CC(=C1)C2C(O)N1C3=Nc2nc1nc1nc(-c3ccco3)nn21
1511,0.651,0.746,7.926,C=CC1=C2CC(=O)N(c3nc(N)n4nc(-c5ccco5)nc4n3)CC2C(C)=C1
1513,0.532,0.767,8.495,C=CC1=C2C3=CC(=C1)C2CN(c1nc(N)n2nc(-c4ccco4)nc2n1)C3
1515,0.491,0.715,7.75,C=CC1=C2C=CC(=C1)C2CN1C=Nc2nc1nc1nc(-c3ccco3)nn21
1516,0.494,0.534,7.502,CN(c1nc(NN)n2nc(-c3ccco3)nc2n1)C1CC2=C3C=CC(=C2)C31
1517,0.562,0.711,7.737,CN(CC1C2=CC3=C1C(=C2)NC=C3)c1nc(N)n2nc(-c3ccco3)nc2n1
1518,0.508,0.775,6.831,CN(c1nc(N)n2nc(-c3ccco3)nc2n1)C1CC2=C3C=CC(=C2)C31
1521,0.469,0.75,8.125,Nc1nc(N2CC3=C4C=CC5C3CC=C2C45)nc2nc(-c3ccco3)nn12
1522,0.748,0.346,9.331,Cc1cc(N)cc(C(=N)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1C
1523,0.653,0.564,9.245,Cc1cccc2c1C1CC(C)N(c3nc(N)n4nc(-c5ccco5)nc4n3)C1C2
1525,0.621,0.541,8.333,Nc1nc(N2CCc3cc4cc(c3C2)C(N)C4)nc2nc(-c3ccco3)nn12
1526,0.735,0.48,8.022,N=C1CN(c2nc(N)n3nc(-c4ccco4)nc3n2)Cc2ccc(CCN=O)cc21
1527,0.604,0.531,8.985,O=NCCc1ccc2c(c1)CCN1c3nc(n4nc(-c5ccco5)nc4n3)NC21
1531,0.786,0.558,8.319,CCc1cc2c(cc1O)CN(c1nc(N)n3nc(-c4ccco4)nc3n1)CC2
1532,0.781,0.464,8.038,NCCc1ccc2c(c1)CC(=O)N(c1nc(N)n3nc(-c4ccco4)nc3n1)C2=O
1533,0.741,0.543,8.167,Cc1cc(O)cc(C2=NCN(c3nc(N)n4nc(-c5ccco5)nc4n3)C2)c1C
1534,0.74,0.526,8.273,Cc1cc(C)c(CO)c(C2=NCN(c3nc(N)n4nc(-c5ccco5)nc4n3)C2)c1
1535,0.726,0.484,9.211,Cc1c(C#N)ccc(N)c1C1=NCN(c2nc(N)n3nc(-c4ccco4)nc3n2)C1
1536,0.727,0.379,7.917,Cc1ccc(N)c(C2=NCN(c3nc(N)n4nc(-c5ccco5)nc4n3)C2)c1C=O
1539,0.673,0.518,7.072,Cc1cccc(C2CN(c3nc(N)n4nc(-c5ccco5)nc4n3)C(N)C2=O)c1C
