a,b,c,d,SMILES
292,0.728,0.252,7.496,Nc1coc(-c2nc3nc(NC(=O)C(=O)c4ccc(O)cc4)nc(N=O)n3n2)c1
293,0.702,0.143,7.729,Nc1coc(-c2nc3nc(N(N)CCc4ccc(OO)c(C=O)c4)nc(N)n3n2)c1
294,0.743,0.16,7.437,Nc1coc(-c2nc3nc(NC(=O)C(=O)c4ccc(OO)cc4)nc(N)n3n2)c1
295,0.59,0.359,7.857,Nc1nc(N(O)C2Cc3ccc(OO)c2c3)nc2nc(-c3ccco3)nn12
296,0.729,0.504,8.764,Cc1cc(O)cc2c1CC(Nc1nc(N)n3nc(-c4ccco4)nc3n1)C2
297,0.646,0.405,8.705,Nc1nc(-n2c3cc4c(O)ccc(c42)C3=O)nc2nc(-c3ccc(O)o3)nn12
298,0.734,0.263,7.483,CCc1c(CCN(O)c2nc(N)n3nc(-c4ccco4)nc3n2)ccc(O)c1NC
299,0.689,0.161,7.459,Cc1c(CCN(N)c2nc(N)n3nc(-c4cc(N)co4)nc3n2)ccc(ON)c1N
300,0.715,0.352,8.246,CCc1cc(O)ccc1CCN(O)c1nc(N)n2nc(-c3cc(N)co3)nc2n1
301,0.71,0.268,7.607,Nc1coc(-c2nc3nc(N(O)CCc4ccc(O)c(C=O)c4)nc(N)n3n2)c1
302,0.723,0.371,7.519,Cc1cc(CCN(O)c2nc(N)n3nc(-c4cc(N)co4)nc3n2)ccc1O
303,0.696,0.569,7.534,Nc1nc(N2CCc3ccc(O)c2c3)nc2nc(-c3ccco3)nn12
304,0.649,0.487,8.214,Nc1coc(-c2nc3nc(N4CCc5ccc(O)c4c5)nc(N)n3n2)c1
305,0.658,0.487,6.925,Nc1ccoc1-c1nc2nc(N3CCc4ccc(O)c3c4)nc(N)n2n1
306,0.668,0.338,7.461,N#CC(CNc1nc(N)n2nc(-c3cc(O)co3)nc2n1)c1ccc(O)cc1C=O
308,0.812,0.484,7.604,CNc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12
309,0.74,0.37,7.253,Cc1ccoc1-c1nc2nc(NC#Cc3ccc(O)cc3)nc(N)n2n1
311,0.765,0.372,7.533,Nc1nc(NC#Cc2ccc(O)cc2)nc2nc(-c3ccco3)nn12
312,0.755,0.237,6.962,Cc1cc(C)c(-c2nc3nc(NCCc4ccc(O)c(C(=N)O)c4)nc(N)n3n2)o1
313,0.582,0.458,7.949,CC1(Cc2ccc(O)cc2)Nc2nc(n3nc(-c4occc4C=O)nc3n2)N1
314,0.562,0.435,7.905,Cc1cc(C)c(-c2nc3nc(N(ON)C4Cc5ccc(O)c4c5)nc(N)n3n2)o1
315,0.709,0.097,7.556,Nc1nc(N(N)CCc2cc(O)c(O)c(O)c2O)nc2nc(-c3ccc(O)o3)nn12
316,0.759,0.413,7.687,COc1ccc(CCNc2nc(N)n3nc(-c4ccc(O)o4)nc3n2)c(CC#N)c1
317,0.776,0.401,8.789,CCCc1cc(OC)ccc1CCNc1nc(N)n2nc(-c3ccc(O)o3)nc2n1
318,0.723,0.336,8.457,C#Cc1cc(ON)ccc1CCNc1ncn2nc(-c3ccc(O)o3)nc2n1
319,0.749,0.316,8.47,CCCc1cc(ON)ccc1CCNc1nc(N)n2nc(-c3ccc(O)o3)nc2n1
320,0.779,0.555,8.256,Cc1cc(O)cc2c1CCN(c1nc(N)n3nc(-c4ccco4)nc3n1)C2
321,0.749,0.446,8.725,C#Cc1cc(O)ccc1CC(=O)Nc1nc(N)n2nc(-c3cc(C)co3)nc2n1
322,0.77,0.555,8.041,Cc1coc(-c2nc3nc(N4CCc5ccc(O)cc5C4)nc(N)n3n2)c1
323,0.791,0.431,8.063,Cc1cc(ON)ccc1CC(=O)Nc1nc(N)n2nc(-c3ccco3)nc2n1
324,0.733,0.37,8.268,CN(CCc1ccc(O)cc1O)c1nc(N)n2nc(-c3occ(C#N)c3O)nc2n1
325,0.713,0.301,7.805,CN(CCc1ccc(O)cc1N)c1nc(N=O)n2nc(-c3cc(CO)co3)nc2n1
326,0.594,0.492,7.413,Cc1coc(-c2nc3nc4nc(n3n2)NN4C(N)Cc2ccc(O)cc2)c1
327,0.751,0.44,8.025,Cc1coc(-c2nc3nc(N(C)CCc4ccc(O)cc4N)nc(N)n3n2)c1
329,0.741,0.275,8.186,Cc1cc(-c2nc3nc(N(C)CCc4ccc(O)cc4N)nc(NO)n3n2)oc1C
333,0.685,0.312,7.609,Cc1cc(CC(N)Nc2nc(N)n3nc(-c4cc(N)co4)nc3n2)ccc1O
334,0.73,0.232,7.684,Cc1oc(-c2nc3nc(N(N)CCc4ccc(O)cc4)nc(NO)n3n2)cc1N
335,0.714,0.214,8.015,NOc1ccc(CCN(N)c2nc(NO)n3nc(-c4occc4O)nc3n2)cc1
337,0.7,0.233,8.713,C=C(Cc1ccc(O)cc1)Nc1nc(N)n2nc(-c3occ(N=NO)c3N)nc2n1
338,0.722,0.313,7.517,C=C(Cc1ccc(O)cc1)Nc1nc(NO)n2nc(-c3cc(N)co3)nc2n1
339,0.699,0.21,7.507,C=C(Cc1ccc(O)cc1)Nc1nc(NOCN)n2nc(-c3cc(N)co3)nc2n1
340,0.781,0.396,7.021,N=C(CNc1nc(N)n2nc(-c3ccco3)nc2n1)c1ccc(O)cc1
342,0.769,0.484,8.219,C=C(Cc1ccc(O)cc1)Nc1nc(N)n2nc(-c3cc(C)c(C)o3)nc2n1
344,0.744,0.211,7.518,N=C(CNc1nc(NO)n2nc(-c3ccco3)nc2n1)c1ccc(O)cc1O
345,0.732,0.184,6.833,N=C(CN(N)c1nc(NO)n2nc(-c3ccco3)nc2n1)c1ccc(O)cc1
346,0.641,0.461,7.288,N=C(CN1ONc2nc1nc1nc(-c3ccco3)nn21)c1ccc(O)cc1
347,0.612,0.501,7.074,CN=C(CN1ONc2nc1nc1nc(-c3cc(C)co3)nn21)c1ccc(O)cc1
351,0.687,0.227,8.328,CN(O)c1nc(N(O)CC(=N)c2ccc(O)cc2)nc2nc(-c3cc(O)co3)nn12
352,0.605,0.434,6.959,CN=C(CN1ONc2nc1nc1nc(-c3cc(O)co3)nn21)c1ccc(O)cc1
353,0.597,0.432,7.018,CN=C(CN1ONc2nc1nc1nc(-c3cc(N)co3)nn21)c1ccc(O)cc1
356,0.715,0.21,7.081,N=C(CNc1nc(NO)n2nc(-c3cc(N)co3)nc2n1)c1ccc(O)cc1
357,0.73,0.249,7.38,Cc1coc(-c2nc3nc(NCC(=N)c4ccc(O)cc4)nc(NO)n3n2)c1
358,0.742,0.244,7.63,Cc1cc(-c2nc3nc(NCC(=N)c4ccc(O)cc4)nc(NO)n3n2)oc1C
360,0.599,0.379,6.601,N=C(CN1ONc2nc1nc1nc(-c3cc(N)co3)nn21)c1ccc(O)cc1
363,0.735,0.324,7.255,N=C(CNc1nc(N)n2nc(-c3cc(N)co3)nc2n1)c1ccc(O)cc1
364,0.677,0.485,8.061,CC1CN(c2nc(N)n3nc(-c4cc(N)co4)nc3n2)c2cc(O)ccc21
365,0.658,0.355,7.659,CC1CN(c2nc(N)n3nc(-c4cc(N)co4)nc3n2)c2cc(OO)ccc21
366,0.533,0.465,8.545,CC1c2ccc(O)cc2N2c3nc(n4nc(-c5cc(N)co5)nc4n3)NC12
367,0.707,0.486,8.366,C=C1Cc2ccc(O)cc2N1c1nc(N)n2nc(-c3cc(N)co3)nc2n1
368,0.682,0.354,7.501,Cc1coc(-c2nc3nc(NC(CC#CO)Cc4ccc(O)cc4)nc(N)n3n2)c1
369,0.644,0.317,6.693,N=C(C1=Nc2nc(nc3nc(-c4ccco4)nn23)N1)c1ccc(O)c(O)c1
370,0.747,0.386,7.613,Nc1nc(NC(O)Cc2ccc(O)cc2)nc2nc(-c3ccco3)nn12
371,0.63,0.2,6.752,N=C(C1=Nc2nc(nc3nc(-c4ccco4)nn23)N1)c1cc(O)c(O)cc1O
372,0.607,0.301,7.337,N=C(C1=Nc2nc(nc3nc(-c4occc4O)nn23)N1)c1ccc(ON)cc1
373,0.627,0.457,7.627,NOc1ccc(CC2=Nc3nc(nc4nc(-c5cc(O)co5)nn34)N2)cc1
375,0.625,0.569,8.154,CN(C)c1nc(NC2Cc3ccc(O)c2c3)nc2nc(-c3ccco3)nn12
376,0.765,0.274,7.988,NONNc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12
377,0.634,0.514,7.654,CNc1nc(NC2Cc3ccc(O)c2c3)nc2nc(-c3ccco3)nn12
378,0.607,0.43,7.564,Nc1nc(NC2Cc3ccc(O)c2c3)nc2nc(-c3cc(O)co3)nn12
380,0.62,0.513,7.397,Cc1ccoc1-c1nc2nc(NC3Cc4ccc(O)c3c4)nc(N)n2n1
381,0.604,0.427,8.197,Nc1nc(NC2c3cc(ccc3O)C2N)nc2nc(-c3ccco3)nn12
382,0.608,0.429,7.428,Nc1ccoc1-c1nc2nc(NC3Cc4ccc(O)c3c4)nc(N)n2n1
383,0.753,0.233,8.555,CONNOc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1C
384,0.777,0.313,7.613,NOc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1C=O
385,0.608,0.412,8.044,CCc1cc2cc(ON)c1OC2CNc1nc(N)n2nc(-c3ccco3)nc2n1
386,0.591,0.347,7.414,Nc1nc(NCCC2=C3C=C(ONNO)C(=C2)C3)nc2nc(-c3ccco3)nn12
387,0.73,0.278,7.218,C=C(Nc1nc(N)n2nc(-c3ccco3)nc2n1)C(=N)c1cc(C)c(O)cc1C=O
388,0.769,0.237,7.773,CCCc1cc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)ccc1ONN
389,0.569,0.515,7.978,Nc1nc(NC2C3=Cc4cc3cc2c4O)nc2nc(-c3ccco3)nn12
391,0.775,0.272,7.636,Cc1cc(CCNc2nc(NN)n3nc(-c4ccco4)nc3n2)ccc1ON
392,0.723,0.134,7.742,N=Cc1c(ONN)ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)c1O
393,0.616,0.505,9.326,Cc1cc2c(C)c(c1)C(Nc1nc(N)n3nc(-c4ccc(N)o4)nc3n1)C2
394,0.721,0.382,7.086,Nc1nc(NCCc2ccc3c(c2O)CONO3)nc2nc(-c3ccco3)nn12
395,0.593,0.475,8.285,N=C1c2ccc(O)cc2N2c3nc(n4nc(-c5ccco5)nc4n3)NC12
396,0.652,0.341,8.234,Cc1cc(OO)c2c(O)c1CC(=O)N2c1nc(N)n2nc(-c3ccco3)nc2n1
397,0.731,0.264,9.236,NOc1ccc(CCN(N)c2nc(N)n3nc(-c4cc(O)co4)nc3n2)cc1
398,0.748,0.35,7.132,C=C(CNc1nc(NO)n2nc(-c3ccco3)nc2n1)c1ccc(ON)cc1
399,0.686,0.258,6.936,C=C(CNc1nc(N=O)n2nc(-c3cc(O)co3)nc2n1)c1ccc(ON)c(O)c1
400,0.734,0.366,7.138,C=C(CNc1nc(N=O)n2nc(-c3ccco3)nc2n1)c1ccc(ON)cc1
401,0.707,0.34,7.716,C=C=C(CNc1ncn2nc(-c3occc3O)nc2n1)c1ccc(ON)cc1
402,0.754,0.527,7.67,C=C=C(CNc1ncn2nc(-c3ccc(C)o3)nc2n1)c1ccc(O)cc1
404,0.578,0.545,7.931,Nc1nc(N2c3cc4ccc3OC2(N)C4)nc2nc(-c3ccco3)nn12
405,0.77,0.484,6.968,C=C(CNc1nc(N)n2nc(-c3cc(C)c(C)o3)nc2n1)c1ccc(O)cc1
406,0.76,0.329,7.759,Nc1nc(N(N)CCOc2ccccc2)nc2nc(-c3cc(O)co3)nn12
407,0.781,0.558,8.852,CN(CCc1ccccc1)c1nc(N)n2nc(-c3cc(O)co3)nc2n1
409,0.728,0.268,7.458,Cc1ccoc1-c1nc2nc(N(C)CCc3ccc(O)c(OO)c3O)nc(N)n2n1
410,0.53,0.308,7.716,N=Nc1nc(NC(O)CC2=C3C=C(O)C(=C2N)C3)nc2nc(-c3ccco3)nn12
411,0.66,0.482,7.78,COc1c2ccc(CCN(C)c3nc(N)n4nc(-c5ccco5)nc4n3)c1OO2
412,0.731,0.282,7.496,CN(CCc1ccc(ONN=O)cc1O)c1nc(N)n2nc(-c3ccco3)nc2n1
413,0.634,0.481,7.908,Cc1ccoc1-c1nc2nc(N(C)CCc3ccc4c(O)c3OO4)nc(N)n2n1
414,0.77,0.504,8.688,COc1cc(O)ccc1CCN(C)c1nc(N)n2nc(-c3occc3C)nc2n1
416,0.804,0.411,7.59,Nc1nc(NC(=O)Cc2ccc(O)cc2O)nc2nc(-c3ccco3)nn12
417,0.745,0.303,7.962,Cc1cc(C=N)c(-c2nc3nc(NC(=O)Cc4ccc(O)cc4O)nc(N)n3n2)o1
419,0.779,0.407,7.396,Cc1ccoc1-c1nc2nc(NC(=O)Cc3ccc(O)cc3O)nc(N)n2n1
422,0.703,0.442,8.568,Cc1coc(-c2nc3nc(N4Oc5cc(O)ccc5CC4=O)nc(N)n3n2)c1N
423,0.698,0.435,8.154,Cc1coc(-c2nc3nc(N4Oc5cc(O)ccc5CC4=O)nc(NO)n3n2)c1
424,0.756,0.259,8.682,CN(CCc1ccc(O)cc1)c1nc(N)n2nc(-c3cc(CNN)co3)nc2n1
425,0.726,0.331,7.839,CCc1coc(-c2nc3nc(NCCc4ccc(O)cc4O)nc(N=O)n3n2)c1N
426,0.756,0.299,7.327,CCc1coc(-c2nc3nc(NCCc4ccc(O)c(CN)c4)nc(N)n3n2)c1N
427,0.589,0.398,8.771,CCc1coc(-c2nc3nc(N4CC(N)c5ccc(O)c4c5)nc(N)n3n2)c1N
428,0.767,0.427,8.328,Cc1cc(O)ccc1CCNc1nc(N)n2nc(-c3occc3C=O)nc2n1
429,0.59,0.478,9.269,CN(CC1Oc2cc1ccc2O)c1nc(N)n2nc(-c3occc3C=O)nc2n1
430,0.576,0.395,7.676,Cc1ccoc1-c1nc2nc(NCC3Oc4ccc3cc4N)nc(N=O)n2n1
431,0.741,0.293,8.252,COc1ccc(CCNc2nc(N)n3nc(-c4occc4C=O)nc3n2)c(C=N)c1
433,0.734,0.151,8.539,Nc1nc(NCCc2ccc(O)cc2C=O)nc2nc(-c3occc3C=NO)nn12
434,0.67,0.218,8.045,N=Cc1ccoc1-c1nc2nc(NCC(O)c3ccc(O)cc3C=O)nc(N)n2n1
435,0.661,0.293,8.315,C=Nc1nc(NCC(O)c2ccc(O)cc2O)nc2nc(-c3occ(C)c3N)nn12
436,0.665,0.288,7.852,Cc1coc(-c2nc3nc(NCC(O)c4ccc(O)cc4O)nc(N=O)n3n2)c1N
438,0.753,0.315,8.497,Cc1coc(-c2nc3nc(NCCc4ccc(O)cc4N)nc(N)n3n2)c1N
439,0.752,0.509,8.387,C=Nc1nc(NC(=O)Cc2ccccc2)nc2nc(-c3occ(C)c3N)nn12
440,0.698,0.296,8.336,Cc1coc(-c2nc3nc(NC4=Nc5cc(OO)ccc5C4)nc(N)n3n2)c1N
442,0.689,0.425,8.111,Cc1coc(-c2nc3nc(NC(Cc4ccccc4)N=O)nc(N)n3n2)c1N
443,0.741,0.418,8.113,N=C1C(Nc2nc(N)n3nc(-c4ccco4)nc3n2)=Nc2cc(O)ccc21
445,0.74,0.294,8.532,CCc1c(O)ccc(CCNc2nc(N)n3nc(-c4occ(C)c4N)nc3n2)c1N
446,0.709,0.36,7.721,Cc1coc(-c2nc3nc(NC4=Nc5cc(OO)ccc5C4)nc(N)n3n2)c1
447,0.67,0.415,7.836,Cc1coc(-c2nc3nc(NC4Cc5cc(O)ccc5C4O)nc(N)n3n2)c1
448,0.72,0.407,7.422,Cc1cc(-c2nc3nc(NC4=Nc5cc(O)ccc5C4)nc(N)n3n2)oc1O
450,0.724,0.365,7.779,Cc1coc(-c2nc3nc(NC4=Nc5cc(O)c(O)cc5C4=O)nc(N)n3n2)c1
452,0.756,0.431,7.204,Cc1coc(-c2nc3nc(NCCc4ccc(O)cc4)nc(N(C)O)n3n2)c1
453,0.731,0.373,8.161,CNc1cc(O)cc(C)c1CCNc1nc(N)n2nc(-c3cc(C#N)co3)nc2n1
454,0.705,0.434,7.73,CN(ON)c1nc(NC2=Nc3cc(O)ccc3C2)nc2nc(-c3ccco3)nn12
455,0.761,0.332,8.359,CN(O)c1nc(NCc2c[nH]c3cc(O)ccc23)nc2nc(-c3ccco3)nn12
457,0.741,0.361,7.876,CN(O)c1nc(NCCc2ccc(O)cc2)nc2nc(-c3cc(N)co3)nn12
458,0.712,0.276,7.858,CN(O)c1nc(NC=Cc2ccc(ON)cc2N)nc2nc(-c3ccco3)nn12
459,0.659,0.445,8.103,CN(O)c1nc(NC2C=Nc3cc(O)ccc3C2)nc2nc(-c3ccco3)nn12
460,0.661,0.527,8.03,CN1C(Cc2ccc(O)cc2N)=Nc2nc1nc1nc(-c3ccco3)nn21
461,0.765,0.321,7.302,CNc1cc(OC)cc(C)c1CCNc1nc(NO)n2nc(-c3ccco3)nc2n1
462,0.603,0.431,8.721,CN1ON(CC(=N)c2ccc(O)cc2)c2nc1n1nc(-c3cc(N)co3)nc1n2
463,0.691,0.2,8.025,N=CNc1nc(NCC(=N)c2ccc(O)cc2)nc2nc(-c3cc(N)co3)nn12
464,0.659,0.398,9.172,CCc1cc2c(cc1O)N(c1nc(N)n3nc(-c4cc(N)co4)nc3n1)CC2N
468,0.61,0.567,7.75,COc1cc2c(cc1C)C(N)C1=Nc3nc(nc4nc(-c5ccco5)nn34)N12
469,0.749,0.336,7.417,COc1ccc(CCNc2nc(N)n3nc(-c4cc(O)co4)nc3n2)c(C(C)=N)c1
470,0.669,0.585,7.848,Cc1cc(O)ccc1CC1=Nc2nc(nc3nc(-c4ccco4)nn23)N1
471,0.609,0.509,7.194,Cc1ccc(-c2nc3nc4nc(n3n2)NC(Cc2ccc(O)cc2C)N4)o1
472,0.583,0.509,7.46,Cc1coc(-c2nc3nc4nc(n3n2)NC(Cc2ccc(O)cc2C)N4)c1
473,0.612,0.516,8.029,Cc1cc(O)ccc1CC1Nc2nc(n3nc(-c4ccco4)nc3n2)N1
474,0.742,0.403,7.771,Nc1nc(N=CCc2ccc(O)cc2C=O)nc2nc(-c3ccco3)nn12
480,0.7,0.118,7.283,CC(Cc1ccc(O)c(N)c1C(=N)O)Nc1nc(N)n2nc(-c3ccco3)nc2n1
483,0.629,0.144,7.345,N=C(O)c1c(CCN2Nc3nc2nc2nc(-c4ccco4)nn32)ccc(O)c1N
484,0.775,0.27,7.368,Cc1cc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)ccc1ONN
485,0.618,0.256,7.654,Nc1cc2c3c(cc(n3-c3nc(N)n4nc(-c5cc(O)co5)nc4n3)C2)c1O
486,0.62,0.256,7.946,Nc1cc2c3c(cc(n3-c3nc(N)n4nc(-c5ccc(O)o5)nc4n3)C2)c1O
488,0.746,0.495,7.243,N=C1CN(c2nc(N)n3nc(-c4ccco4)nc3n2)c2cc(O)ccc21
489,0.621,0.256,7.747,Nc1cc2c3c(cc(n3-c3nc(N)n4nc(-c5occc5O)nc4n3)C2)c1O
490,0.723,0.559,8.589,C=C1Cc2ccc(O)cc2N1c1nc(N)n2nc(-c3cc(C)co3)nc2n1
491,0.645,0.493,8.403,N=C1C2=Cc3cc(O)cc(c31)N2c1nc(N)n2nc(-c3ccco3)nc2n1
492,0.737,0.248,8.05,Nc1nc(NCCc2ccccc2)nc2nc(-c3cc(N=NOO)co3)nn12
494,0.695,0.168,7.626,O=Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3cc(N=NOO)co3)nn12
495,0.728,0.206,7.609,Nc1nc(NC(=O)Cc2ccc(O)cc2)nc2nc(-c3cc(N=NOO)co3)nn12
497,0.741,0.288,7.626,Nc1nc(NC(=O)Cc2ccc(O)cc2)nc2nc(-c3cc(N=NO)co3)nn12
498,0.662,0.114,8.346,Nc1cc(C(O)CNc2nc(N)n3nc(-c4cc(N=NO)co4)nc3n2)ccc1O
500,0.796,0.552,8.421,CN(C(=O)Cc1ccc(O)cc1)c1nc(N)n2nc(-c3ccco3)nc2n1
502,0.759,0.386,8.021,Cc1cc(C(=N)CNc2nc(N)n3nc(-c4ccco4)nc3n2)c(C)cc1O
503,0.655,0.528,6.917,Cc1cc(CC2=Nc3nc(nc4nc(-c5ccco5)nn34)N2)ccc1ON
504,0.614,0.51,7.722,CCC(CN1Nc2nc1nc1nc(-c3ccco3)nn21)c1ccc(O)cc1OC
505,0.606,0.287,6.805,Cc1cc(CC2=Nc3nc(nc4nc(-c5cc(O)co5)nn34)N2)ccc1ONN
506,0.723,0.224,7.185,Cc1cc(CCNc2nc(N)n3nc(-c4cc(O)co4)nc3n2)ccc1ONNO
507,0.76,0.429,7.875,C=C(CNc1nc(N)n2nc(-c3ccco3)nc2n1)c1ccc(ON)c(C)c1
508,0.703,0.42,8.726,Cc1cc(O)cc2c1C(CNc1nc(N)n3nc(-c4ccco4)nc3n1)CN2
511,0.641,0.592,8.013,Cc1cc2cc(c1)C(Nc1nc(N)n3nc(-c4ccco4)nc3n1)C2
512,0.701,0.35,8.309,Nc1nc(NCC2CNc3cc(O)cc(O)c32)nc2nc(-c3ccco3)nn12
513,0.745,0.435,7.521,CCOc1cc(O)ccc1C(C)C(=O)Nc1nc(N)n2nc(-c3ccco3)nc2n1
514,0.687,0.382,7.757,Nc1nc(NC(=O)C2c3ccc(O)cc3OC2O)nc2nc(-c3ccco3)nn12
515,0.811,0.463,8.04,COc1cc(O)ccc1CC(=O)Nc1nc(N)n2nc(-c3ccco3)nc2n1
516,0.797,0.389,7.796,Nc1cc(O)ccc1CCNc1nc(N)n2nc(-c3ccco3)nc2n1
517,0.743,0.188,7.943,CN(N)c1nc(NCCc2ccc(O)cc2NC=O)nc2nc(-c3ccco3)nn12
518,0.721,0.171,7.446,CNc1cc(O)ccc1C(=N)CNc1nc(N(C)N)n2nc(-c3ccco3)nc2n1
521,0.75,0.216,7.893,CNc1nc(N(N)CCc2ccc(O)cc2N)nc2nc(-c3ccco3)nn12
522,0.69,0.582,7.432,Oc1ccc(CCN2Nc3nc2nc2nc(-c4ccco4)nn32)cc1
523,0.743,0.232,7.813,Nc1cc(O)ccc1CCNc1nc(NC=CO)n2nc(-c3ccco3)nc2n1
526,0.791,0.411,8.148,Cc1cccc(CCN(N)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
528,0.752,0.265,8.077,Cc1cccc(CCN(NNN)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
529,0.686,0.275,8.972,C=Nc1nc(NC#Cc2ccc(O)cc2)nc2nc(-c3occ(CC)c3N)nn12
531,0.706,0.429,8.17,Cc1cccc(C(C)CNc2nc(N)n3nc(-c4cc(ON)co4)nc3n2)c1
532,0.707,0.147,8.042,CCc1coc(-c2nc3nc(NC#Cc4ccc(O)c(N)c4)nc(N)n3n2)c1N
533,0.774,0.374,8.123,CCc1coc(-c2nc3nc(NC(=O)Cc4ccc(O)cc4)nc(N)n3n2)c1NC
534,0.775,0.513,7.481,NOc1coc(-c2nc3nc(NC(=O)Cc4ccccc4)ncn3n2)c1
535,0.777,0.434,8.056,NOc1coc(-c2nc3nc(NC(=O)Cc4ccccc4)nc(N)n3n2)c1
536,0.763,0.278,7.712,NOc1coc(-c2nc3nc(NC(=O)Cc4ccc(N)cc4)nc(N)n3n2)c1
537,0.774,0.355,6.995,NOc1cc(-c2nc3nc(NC(=O)Cc4ccccc4)nc(N)n3n2)oc1O
539,0.649,0.561,7.708,Cc1ccc(-c2nc3nc(N=C4Cc5cc(C)c(O)c4c5)nc(N)n3n2)o1
540,0.651,0.568,8.43,Cc1cc2cc(c1O)C(=Nc1nc(N)n3nc(-c4ccco4)nc3n1)C2
541,0.609,0.395,6.999,Cc1cc2c(C)c(c1O)C(Nc1nc(NO)n3nc(-c4ccco4)nc3n1)C2
542,0.633,0.513,8.335,Cc1cc2cc(c1O)C(Nc1nc(N)n3nc(-c4ccco4)nc3n1)C2
544,0.719,0.354,8.607,CN(CCc1ccc(O)cc1C=N)c1nc(N)n2nc(-c3occc3O)nc2n1
545,0.741,0.217,7.995,Cc1cc(CC(=O)Nc2nc(N)n3nc(-c4cc(O)co4)nc3n2)ccc1ONN
546,0.612,0.469,8.316,ONc1nc(N2CC3Cc4cc3c2cc4O)nc2nc(-c3ccco3)nn12
548,0.658,0.436,8.104,Cc1c(O)coc1-c1nc2nc(N3CC(C=O)c4ccc(O)cc43)nc(N)n2n1
549,0.68,0.354,7.318,O=CC1CN(c2nc(NO)n3nc(-c4ccco4)nc3n2)c2cc(O)ccc21
550,0.699,0.519,8.334,Nc1nc(N2CC(C=O)c3ccc(O)cc32)nc2nc(-c3ccco3)nn12
553,0.734,0.401,7.649,CCOc1cc(O)ccc1C(CC)CNc1nc(N)n2nc(-c3ccco3)nc2n1
555,0.702,0.418,7.353,CCC(CNc1nc(N=O)n2nc(-c3ccco3)nc2n1)c1ccc(O)cc1OC
557,0.735,0.503,7.314,CCC(CNc1ncn2nc(-c3ccco3)nc2n1)c1ccc(O)cc1OC
558,0.728,0.395,7.701,CCC(CNc1nc(N)n2nc(-c3ccco3)nc2n1)c1ccc(O)cc1O
559,0.695,0.396,8.143,C#COc1ccc(C(CC)CNc2nc(N)n3nc(-c4ccco4)nc3n2)c(O)c1
560,0.723,0.403,7.493,CCCCC(CNc1nc(N)n2nc(-c3cc(C)co3)nc2n1)c1ccc(O)cc1
561,0.675,0.478,8.786,CC1CC(c2ccc(O)cc2)CN1c1nc(N)n2nc(-c3cc(O)co3)nc2n1
562,0.687,0.497,7.987,Nc1nc(N2CC(c3ccc(O)cc3)CC2C=O)nc2nc(-c3ccco3)nn12
564,0.75,0.447,7.712,CCCC(CNc1nc(N)n2nc(-c3ccco3)nc2n1)c1ccc(O)cc1
565,0.68,0.478,8.83,Cc1coc(-c2nc3nc(N4CC(C)c5ccc(O)cc54)nc(N)n3n2)c1N
566,0.762,0.5,7.03,CC(CNc1nc(N)n2nc(-c3ccco3)nc2n1)c1ccc(O)cc1
569,0.631,0.564,7.992,Nc1nc(N2CC3Cc4cc3c2cc4O)nc2nc(-c3ccco3)nn12
570,0.494,0.547,8.452,Nc1nc(N2c3cc4c5cc3C(C5)C2O4)nc2nc(-c3cc(O)co3)nn12
571,0.753,0.47,8.004,COc1cc2c(cc1CO)CC(Nc1nc(N)n3nc(-c4ccco4)nc3n1)=N2
572,0.677,0.399,8.253,CC1CN(c2nc(N)n3nc(-c4occ(CO)c4N)nc3n2)c2cc(O)ccc21
574,0.718,0.408,8.589,CCc1coc(-c2nc3nc(NC4=Nc5cc(O)ccc5C4)nc(N)n3n2)c1N
575,0.699,0.195,7.229,CCc1coc(-c2nc3nc(NCC(O)c4ccc(O)c(N)c4)nc(N)n3n2)c1N
576,0.706,0.406,8.745,CCc1coc(-c2nc3nc(N4CC(=N)c5ccc(O)cc54)nc(N)n3n2)c1N
577,0.57,0.316,8.418,Cc1coc(-c2nc3nc(NCC4ONc5cc4ccc5O)nc(N)n3n2)c1N
578,0.72,0.17,8.185,CCc1coc(-c2nc3nc(N(N)CCc4ccc(O)cc4N)nc(N)n3n2)c1N
579,0.583,0.474,8.97,CCc1coc(-c2nc3nc(N(C)C4Cc5ccc(O)c4c5)nc(N)n3n2)c1N
581,0.648,0.497,7.25,Nc1c(CO)coc1-c1nc2nc3nc(n2n1)N=C(Cc1ccccc1)N3
582,0.664,0.62,7.013,Cc1coc(-c2nc3nc4nc(n3n2)N=C(Cc2ccccc2)N4)c1
583,0.798,0.51,7.733,CN(O)c1nc(NCCc2ccccc2)nc2nc(-c3ccco3)nn12
586,0.758,0.431,7.057,Cc1cc(-c2nc3nc(NCCc4ccccc4)nc(N(C)O)n3n2)oc1O
